name,hour,day,weekday,month,year,availableSpotNumber,total,occupation
Salitre,15,14,7,8,2021,228,435,0.48
Cervantes,15,14,7,8,2021,113,409,0.72
El Palo,15,14,7,8,2021,0,127,1
Av. de Andalucía,15,14,7,8,2021,382,613,0.38
Camas,15,14,7,8,2021,116,350,0.67
Cruz De Humilladero,15,14,7,8,2021,54,217,0.75
Alcazaba,15,14,7,8,2021,0,378,1
San Juan De La Cruz,15,14,7,8,2021,337,487,0.31
Pz. de la Marina,15,14,7,8,2021,4,430,0.99
Tejón y Rodriguez,15,14,7,8,2021,52,187,0.72
Salitre,14,14,7,8,2021,227,435,0.48
Cervantes,14,14,7,8,2021,119,409,0.71
El Palo,14,14,7,8,2021,0,127,1
Av. de Andalucía,14,14,7,8,2021,348,613,0.43
Camas,14,14,7,8,2021,100,350,0.71
Cruz De Humilladero,14,14,7,8,2021,51,217,0.76
Alcazaba,14,14,7,8,2021,0,378,1
San Juan De La Cruz,14,14,7,8,2021,335,487,0.31
Pz. de la Marina,14,14,7,8,2021,2,430,1
Tejón y Rodriguez,14,14,7,8,2021,0,187,1
Salitre,13,14,7,8,2021,223,435,0.49
Cervantes,13,14,7,8,2021,71,409,0.83
El Palo,13,14,7,8,2021,0,127,1
Av. de Andalucía,13,14,7,8,2021,317,613,0.48
Camas,13,14,7,8,2021,91,350,0.74
Cruz De Humilladero,13,14,7,8,2021,57,217,0.74
Alcazaba,13,14,7,8,2021,0,378,1
San Juan De La Cruz,13,14,7,8,2021,338,487,0.31
Pz. de la Marina,13,14,7,8,2021,1,430,1
Tejón y Rodriguez,13,14,7,8,2021,53,187,0.72
Salitre,12,14,7,8,2021,223,435,0.49
Cervantes,12,14,7,8,2021,123,409,0.7
El Palo,12,14,7,8,2021,0,127,1
Av. de Andalucía,12,14,7,8,2021,358,613,0.42
Camas,12,14,7,8,2021,0,350,1
Cruz De Humilladero,12,14,7,8,2021,50,217,0.77
Alcazaba,12,14,7,8,2021,16,378,0.96
San Juan De La Cruz,12,14,7,8,2021,339,487,0.3
Pz. de la Marina,12,14,7,8,2021,59,430,0.86
Tejón y Rodriguez,12,14,7,8,2021,49,187,0.74
Salitre,11,14,7,8,2021,226,435,0.48
Cervantes,11,14,7,8,2021,147,409,0.64
El Palo,11,14,7,8,2021,0,127,1
Av. de Andalucía,11,14,7,8,2021,418,613,0.32
Camas,11,14,7,8,2021,94,350,0.73
Cruz De Humilladero,11,14,7,8,2021,56,217,0.74
Alcazaba,11,14,7,8,2021,160,378,0.58
San Juan De La Cruz,11,14,7,8,2021,339,487,0.3
Pz. de la Marina,11,14,7,8,2021,88,430,0.8
Tejón y Rodriguez,11,14,7,8,2021,0,187,1
Salitre,10,14,7,8,2021,239,435,0.45
Cervantes,10,14,7,8,2021,172,409,0.58
El Palo,10,14,7,8,2021,11,127,0.91
Av. de Andalucía,10,14,7,8,2021,454,613,0.26
Camas,10,14,7,8,2021,110,350,0.69
Cruz De Humilladero,10,14,7,8,2021,59,217,0.73
Alcazaba,10,14,7,8,2021,201,378,0.47
San Juan De La Cruz,10,14,7,8,2021,341,487,0.3
Pz. de la Marina,10,14,7,8,2021,174,430,0.6
Tejón y Rodriguez,10,14,7,8,2021,55,187,0.71
Salitre,9,14,7,8,2021,239,435,0.45
Cervantes,9,14,7,8,2021,183,409,0.55
El Palo,9,14,7,8,2021,46,127,0.64
Av. de Andalucía,9,14,7,8,2021,491,613,0.2
Camas,9,14,7,8,2021,173,350,0.51
Cruz De Humilladero,9,14,7,8,2021,60,217,0.72
Alcazaba,9,14,7,8,2021,223,378,0.41
San Juan De La Cruz,9,14,7,8,2021,344,487,0.29
Pz. de la Marina,9,14,7,8,2021,224,430,0.48
Tejón y Rodriguez,9,14,7,8,2021,77,187,0.59
Salitre,8,14,7,8,2021,245,435,0.44
Cervantes,8,14,7,8,2021,183,409,0.55
El Palo,8,14,7,8,2021,61,127,0.52
Av. de Andalucía,8,14,7,8,2021,491,613,0.2
Camas,8,14,7,8,2021,228,350,0.35
Cruz De Humilladero,8,14,7,8,2021,63,217,0.71
Alcazaba,8,14,7,8,2021,231,378,0.39
San Juan De La Cruz,8,14,7,8,2021,343,487,0.3
Pz. de la Marina,8,14,7,8,2021,244,430,0.43
Tejón y Rodriguez,8,14,7,8,2021,77,187,0.59
Salitre,7,14,7,8,2021,215,435,0.51
Cervantes,7,14,7,8,2021,184,409,0.55
El Palo,7,14,7,8,2021,64,127,0.5
Av. de Andalucía,7,14,7,8,2021,496,613,0.19
Camas,7,14,7,8,2021,243,350,0.31
Cruz De Humilladero,7,14,7,8,2021,64,217,0.71
Alcazaba,7,14,7,8,2021,230,378,0.39
San Juan De La Cruz,7,14,7,8,2021,348,487,0.29
Pz. de la Marina,7,14,7,8,2021,249,430,0.42
Tejón y Rodriguez,7,14,7,8,2021,80,187,0.57
Salitre,6,14,7,8,2021,200,435,0.54
Cervantes,6,14,7,8,2021,185,409,0.55
El Palo,6,14,7,8,2021,64,127,0.5
Av. de Andalucía,6,14,7,8,2021,496,613,0.19
Camas,6,14,7,8,2021,243,350,0.31
Cruz De Humilladero,6,14,7,8,2021,64,217,0.71
Alcazaba,6,14,7,8,2021,229,378,0.39
San Juan De La Cruz,6,14,7,8,2021,348,487,0.29
Pz. de la Marina,6,14,7,8,2021,249,430,0.42
Tejón y Rodriguez,6,14,7,8,2021,80,187,0.57
Salitre,5,14,7,8,2021,200,435,0.54
Cervantes,5,14,7,8,2021,184,409,0.55
El Palo,5,14,7,8,2021,64,127,0.5
Av. de Andalucía,5,14,7,8,2021,496,613,0.19
Camas,5,14,7,8,2021,243,350,0.31
Cruz De Humilladero,5,14,7,8,2021,64,217,0.71
Alcazaba,5,14,7,8,2021,231,378,0.39
San Juan De La Cruz,5,14,7,8,2021,347,487,0.29
Pz. de la Marina,5,14,7,8,2021,251,430,0.42
Tejón y Rodriguez,5,14,7,8,2021,83,187,0.56
Salitre,4,14,7,8,2021,198,435,0.54
Cervantes,4,14,7,8,2021,183,409,0.55
El Palo,4,14,7,8,2021,63,127,0.5
Av. de Andalucía,4,14,7,8,2021,496,613,0.19
Camas,4,14,7,8,2021,244,350,0.3
Cruz De Humilladero,4,14,7,8,2021,64,217,0.71
Alcazaba,4,14,7,8,2021,229,378,0.39
San Juan De La Cruz,4,14,7,8,2021,347,487,0.29
Pz. de la Marina,4,14,7,8,2021,251,430,0.42
Tejón y Rodriguez,4,14,7,8,2021,82,187,0.56
Salitre,3,14,7,8,2021,200,435,0.54
Cervantes,3,14,7,8,2021,185,409,0.55
El Palo,3,14,7,8,2021,50,127,0.61
Av. de Andalucía,3,14,7,8,2021,454,613,0.26
Camas,3,14,7,8,2021,235,350,0.33
Cruz De Humilladero,3,14,7,8,2021,66,217,0.7
Alcazaba,3,14,7,8,2021,227,378,0.4
San Juan De La Cruz,3,14,7,8,2021,347,487,0.29
Pz. de la Marina,3,14,7,8,2021,224,430,0.48
Tejón y Rodriguez,3,14,7,8,2021,80,187,0.57
Salitre,2,14,7,8,2021,200,435,0.54
Cervantes,2,14,7,8,2021,185,409,0.55
El Palo,2,14,7,8,2021,50,127,0.61
Av. de Andalucía,2,14,7,8,2021,454,613,0.26
Camas,2,14,7,8,2021,235,350,0.33
Cruz De Humilladero,2,14,7,8,2021,66,217,0.7
Alcazaba,2,14,7,8,2021,175,378,0.54
San Juan De La Cruz,2,14,7,8,2021,347,487,0.29
Pz. de la Marina,2,14,7,8,2021,224,430,0.48
Tejón y Rodriguez,2,14,7,8,2021,62,187,0.67
Salitre,1,14,7,8,2021,196,435,0.55
Cervantes,1,14,7,8,2021,164,409,0.6
El Palo,1,14,7,8,2021,51,127,0.6
Av. de Andalucía,1,14,7,8,2021,444,613,0.28
Camas,1,14,7,8,2021,231,350,0.34
Cruz De Humilladero,1,14,7,8,2021,66,217,0.7
Alcazaba,1,14,7,8,2021,116,378,0.69
San Juan De La Cruz,1,14,7,8,2021,347,487,0.29
Pz. de la Marina,1,14,7,8,2021,195,430,0.55
Tejón y Rodriguez,1,14,7,8,2021,49,187,0.74
Salitre,0,14,7,8,2021,197,435,0.55
Cervantes,0,14,7,8,2021,119,409,0.71
El Palo,0,14,7,8,2021,12,127,0.91
Av. de Andalucía,0,14,7,8,2021,429,613,0.3
Camas,0,14,7,8,2021,99,350,0.72
Cruz De Humilladero,0,14,7,8,2021,64,217,0.71
Alcazaba,0,14,7,8,2021,29,378,0.92
San Juan De La Cruz,0,14,7,8,2021,316,487,0.35
Pz. de la Marina,0,14,7,8,2021,104,430,0.76
Tejón y Rodriguez,0,14,7,8,2021,45,187,0.76
Salitre,23,13,6,8,2021,193,435,0.56
Cervantes,23,13,6,8,2021,78,409,0.81
El Palo,23,13,6,8,2021,12,127,0.91
Av. de Andalucía,23,13,6,8,2021,418,613,0.32
Camas,23,13,6,8,2021,99,350,0.72
Cruz De Humilladero,23,13,6,8,2021,61,217,0.72
Alcazaba,23,13,6,8,2021,1,378,1
San Juan De La Cruz,23,13,6,8,2021,317,487,0.35
Pz. de la Marina,23,13,6,8,2021,15,430,0.97
Tejón y Rodriguez,23,13,6,8,2021,0,187,1
Salitre,22,13,6,8,2021,192,435,0.56
Cervantes,22,13,6,8,2021,89,409,0.78
El Palo,22,13,6,8,2021,0,127,1
Av. de Andalucía,22,13,6,8,2021,405,613,0.34
Camas,22,13,6,8,2021,68,350,0.81
Cruz De Humilladero,22,13,6,8,2021,61,217,0.72
Alcazaba,22,13,6,8,2021,2,378,0.99
San Juan De La Cruz,22,13,6,8,2021,315,487,0.35
Pz. de la Marina,22,13,6,8,2021,0,430,1
Tejón y Rodriguez,22,13,6,8,2021,0,187,1
Salitre,21,13,6,8,2021,198,435,0.54
Cervantes,21,13,6,8,2021,127,409,0.69
El Palo,21,13,6,8,2021,38,127,0.7
Av. de Andalucía,21,13,6,8,2021,381,613,0.38
Camas,21,13,6,8,2021,82,350,0.77
Cruz De Humilladero,21,13,6,8,2021,61,217,0.72
Alcazaba,21,13,6,8,2021,7,378,0.98
San Juan De La Cruz,21,13,6,8,2021,317,487,0.35
Pz. de la Marina,21,13,6,8,2021,8,430,0.98
Tejón y Rodriguez,21,13,6,8,2021,52,187,0.72
Salitre,20,13,6,8,2021,175,435,0.6
Cervantes,20,13,6,8,2021,146,409,0.64
El Palo,20,13,6,8,2021,38,127,0.7
Av. de Andalucía,20,13,6,8,2021,347,613,0.43
Camas,20,13,6,8,2021,82,350,0.77
Cruz De Humilladero,20,13,6,8,2021,61,217,0.72
Alcazaba,20,13,6,8,2021,1,378,1
San Juan De La Cruz,20,13,6,8,2021,318,487,0.35
Pz. de la Marina,20,13,6,8,2021,2,430,1
Tejón y Rodriguez,20,13,6,8,2021,45,187,0.76
Salitre,19,13,6,8,2021,178,435,0.59
Cervantes,19,13,6,8,2021,147,409,0.64
El Palo,19,13,6,8,2021,29,127,0.77
Av. de Andalucía,19,13,6,8,2021,377,613,0.38
Camas,19,13,6,8,2021,71,350,0.8
Cruz De Humilladero,19,13,6,8,2021,65,217,0.7
Alcazaba,19,13,6,8,2021,4,378,0.99
San Juan De La Cruz,19,13,6,8,2021,314,487,0.36
Pz. de la Marina,19,13,6,8,2021,37,430,0.91
Tejón y Rodriguez,19,13,6,8,2021,46,187,0.75
Salitre,18,13,6,8,2021,197,435,0.55
Cervantes,18,13,6,8,2021,128,409,0.69
El Palo,18,13,6,8,2021,18,127,0.86
Av. de Andalucía,18,13,6,8,2021,380,613,0.38
Camas,18,13,6,8,2021,100,350,0.71
Cruz De Humilladero,18,13,6,8,2021,65,217,0.7
Alcazaba,18,13,6,8,2021,51,378,0.87
San Juan De La Cruz,18,13,6,8,2021,312,487,0.36
Pz. de la Marina,18,13,6,8,2021,59,430,0.86
Tejón y Rodriguez,18,13,6,8,2021,57,187,0.7
Salitre,17,13,6,8,2021,205,435,0.53
Cervantes,17,13,6,8,2021,109,409,0.73
El Palo,17,13,6,8,2021,14,127,0.89
Av. de Andalucía,17,13,6,8,2021,386,613,0.37
Camas,17,13,6,8,2021,135,350,0.61
Cruz De Humilladero,17,13,6,8,2021,68,217,0.69
Alcazaba,17,13,6,8,2021,50,378,0.87
San Juan De La Cruz,17,13,6,8,2021,316,487,0.35
Pz. de la Marina,17,13,6,8,2021,62,430,0.86
Tejón y Rodriguez,17,13,6,8,2021,61,187,0.67
Salitre,16,13,6,8,2021,198,435,0.54
Cervantes,16,13,6,8,2021,92,409,0.78
El Palo,16,13,6,8,2021,11,127,0.91
Av. de Andalucía,16,13,6,8,2021,374,613,0.39
Camas,16,13,6,8,2021,124,350,0.65
Cruz De Humilladero,16,13,6,8,2021,70,217,0.68
Alcazaba,16,13,6,8,2021,33,378,0.91
San Juan De La Cruz,16,13,6,8,2021,309,487,0.37
Pz. de la Marina,16,13,6,8,2021,40,430,0.91
Tejón y Rodriguez,16,13,6,8,2021,47,187,0.75
Salitre,15,13,6,8,2021,198,435,0.54
Cervantes,15,13,6,8,2021,40,409,0.9
El Palo,15,13,6,8,2021,8,127,0.94
Av. de Andalucía,15,13,6,8,2021,318,613,0.48
Camas,15,13,6,8,2021,98,350,0.72
Cruz De Humilladero,15,13,6,8,2021,69,217,0.68
Alcazaba,15,13,6,8,2021,2,378,0.99
San Juan De La Cruz,15,13,6,8,2021,303,487,0.38
Pz. de la Marina,15,13,6,8,2021,14,430,0.97
Tejón y Rodriguez,15,13,6,8,2021,40,187,0.79
Salitre,14,13,6,8,2021,180,435,0.59
Cervantes,14,13,6,8,2021,20,409,0.95
El Palo,14,13,6,8,2021,0,127,1
Av. de Andalucía,14,13,6,8,2021,255,613,0.58
Camas,14,13,6,8,2021,111,350,0.68
Cruz De Humilladero,14,13,6,8,2021,64,217,0.71
Alcazaba,14,13,6,8,2021,3,378,0.99
San Juan De La Cruz,14,13,6,8,2021,290,487,0.4
Pz. de la Marina,14,13,6,8,2021,35,430,0.92
Tejón y Rodriguez,14,13,6,8,2021,54,187,0.71
Salitre,13,13,6,8,2021,159,435,0.63
Cervantes,13,13,6,8,2021,16,409,0.96
El Palo,13,13,6,8,2021,14,127,0.89
Av. de Andalucía,13,13,6,8,2021,209,613,0.66
Camas,13,13,6,8,2021,93,350,0.73
Cruz De Humilladero,13,13,6,8,2021,64,217,0.71
Alcazaba,13,13,6,8,2021,2,378,0.99
San Juan De La Cruz,13,13,6,8,2021,258,487,0.47
Pz. de la Marina,13,13,6,8,2021,2,430,1
Tejón y Rodriguez,13,13,6,8,2021,0,187,1
Salitre,12,13,6,8,2021,160,435,0.63
Cervantes,12,13,6,8,2021,33,409,0.92
El Palo,12,13,6,8,2021,12,127,0.91
Av. de Andalucía,12,13,6,8,2021,225,613,0.63
Camas,12,13,6,8,2021,86,350,0.75
Cruz De Humilladero,12,13,6,8,2021,59,217,0.73
Alcazaba,12,13,6,8,2021,4,378,0.99
San Juan De La Cruz,12,13,6,8,2021,251,487,0.48
Pz. de la Marina,12,13,6,8,2021,2,430,1
Tejón y Rodriguez,12,13,6,8,2021,0,187,1
Salitre,11,13,6,8,2021,161,435,0.63
Cervantes,11,13,6,8,2021,93,409,0.77
El Palo,11,13,6,8,2021,11,127,0.91
Av. de Andalucía,11,13,6,8,2021,281,613,0.54
Camas,11,13,6,8,2021,70,350,0.8
Cruz De Humilladero,11,13,6,8,2021,61,217,0.72
Alcazaba,11,13,6,8,2021,46,378,0.88
San Juan De La Cruz,11,13,6,8,2021,256,487,0.47
Pz. de la Marina,11,13,6,8,2021,37,430,0.91
Tejón y Rodriguez,11,13,6,8,2021,0,187,1
Salitre,10,13,6,8,2021,154,435,0.65
Cervantes,10,13,6,8,2021,134,409,0.67
El Palo,10,13,6,8,2021,24,127,0.81
Av. de Andalucía,10,13,6,8,2021,344,613,0.44
Camas,10,13,6,8,2021,85,350,0.76
Cruz De Humilladero,10,13,6,8,2021,61,217,0.72
Alcazaba,10,13,6,8,2021,108,378,0.71
San Juan De La Cruz,10,13,6,8,2021,264,487,0.46
Pz. de la Marina,10,13,6,8,2021,139,430,0.68
Tejón y Rodriguez,10,13,6,8,2021,51,187,0.73
Salitre,9,13,6,8,2021,183,435,0.58
Cervantes,9,13,6,8,2021,168,409,0.59
El Palo,9,13,6,8,2021,49,127,0.61
Av. de Andalucía,9,13,6,8,2021,406,613,0.34
Camas,9,13,6,8,2021,135,350,0.61
Cruz De Humilladero,9,13,6,8,2021,70,217,0.68
Alcazaba,9,13,6,8,2021,149,378,0.61
San Juan De La Cruz,9,13,6,8,2021,296,487,0.39
Pz. de la Marina,9,13,6,8,2021,222,430,0.48
Tejón y Rodriguez,9,13,6,8,2021,52,187,0.72
Salitre,8,13,6,8,2021,230,435,0.47
Cervantes,8,13,6,8,2021,192,409,0.53
El Palo,8,13,6,8,2021,72,127,0.43
Av. de Andalucía,8,13,6,8,2021,452,613,0.26
Camas,8,13,6,8,2021,201,350,0.43
Cruz De Humilladero,8,13,6,8,2021,76,217,0.65
Alcazaba,8,13,6,8,2021,172,378,0.54
San Juan De La Cruz,8,13,6,8,2021,331,487,0.32
Pz. de la Marina,8,13,6,8,2021,266,430,0.38
Tejón y Rodriguez,8,13,6,8,2021,62,187,0.67
Salitre,7,13,6,8,2021,254,435,0.42
Cervantes,7,13,6,8,2021,223,409,0.45
El Palo,7,13,6,8,2021,72,127,0.43
Av. de Andalucía,7,13,6,8,2021,494,613,0.19
Camas,7,13,6,8,2021,232,350,0.34
Cruz De Humilladero,7,13,6,8,2021,78,217,0.64
Alcazaba,7,13,6,8,2021,204,378,0.46
San Juan De La Cruz,7,13,6,8,2021,343,487,0.3
Pz. de la Marina,7,13,6,8,2021,274,430,0.36
Tejón y Rodriguez,7,13,6,8,2021,82,187,0.56
Salitre,6,13,6,8,2021,255,435,0.41
Cervantes,6,13,6,8,2021,228,409,0.44
El Palo,6,13,6,8,2021,70,127,0.45
Av. de Andalucía,6,13,6,8,2021,495,613,0.19
Camas,6,13,6,8,2021,233,350,0.33
Cruz De Humilladero,6,13,6,8,2021,79,217,0.64
Alcazaba,6,13,6,8,2021,205,378,0.46
San Juan De La Cruz,6,13,6,8,2021,344,487,0.29
Pz. de la Marina,6,13,6,8,2021,274,430,0.36
Tejón y Rodriguez,6,13,6,8,2021,82,187,0.56
Salitre,5,13,6,8,2021,253,435,0.42
Cervantes,5,13,6,8,2021,228,409,0.44
El Palo,5,13,6,8,2021,70,127,0.45
Av. de Andalucía,5,13,6,8,2021,495,613,0.19
Camas,5,13,6,8,2021,234,350,0.33
Cruz De Humilladero,5,13,6,8,2021,79,217,0.64
Alcazaba,5,13,6,8,2021,207,378,0.45
San Juan De La Cruz,5,13,6,8,2021,345,487,0.29
Pz. de la Marina,5,13,6,8,2021,274,430,0.36
Tejón y Rodriguez,5,13,6,8,2021,82,187,0.56
Salitre,4,13,6,8,2021,253,435,0.42
Cervantes,4,13,6,8,2021,229,409,0.44
El Palo,4,13,6,8,2021,57,127,0.55
Av. de Andalucía,4,13,6,8,2021,495,613,0.19
Camas,4,13,6,8,2021,232,350,0.34
Cruz De Humilladero,4,13,6,8,2021,69,217,0.68
Alcazaba,4,13,6,8,2021,203,378,0.46
San Juan De La Cruz,4,13,6,8,2021,345,487,0.29
Pz. de la Marina,4,13,6,8,2021,262,430,0.39
Tejón y Rodriguez,4,13,6,8,2021,78,187,0.58
Salitre,3,13,6,8,2021,253,435,0.42
Cervantes,3,13,6,8,2021,229,409,0.44
El Palo,3,13,6,8,2021,57,127,0.55
Av. de Andalucía,3,13,6,8,2021,495,613,0.19
Camas,3,13,6,8,2021,232,350,0.34
Cruz De Humilladero,3,13,6,8,2021,69,217,0.68
Alcazaba,3,13,6,8,2021,199,378,0.47
San Juan De La Cruz,3,13,6,8,2021,345,487,0.29
Pz. de la Marina,3,13,6,8,2021,262,430,0.39
Tejón y Rodriguez,3,13,6,8,2021,78,187,0.58
Salitre,2,13,6,8,2021,197,435,0.55
Cervantes,2,13,6,8,2021,160,409,0.61
El Palo,2,13,6,8,2021,57,127,0.55
Av. de Andalucía,2,13,6,8,2021,496,613,0.19
Camas,2,13,6,8,2021,320,350,0.09
Cruz De Humilladero,2,13,6,8,2021,71,217,0.67
Alcazaba,2,13,6,8,2021,185,378,0.51
San Juan De La Cruz,2,13,6,8,2021,311,487,0.36
Pz. de la Marina,2,13,6,8,2021,252,430,0.41
Tejón y Rodriguez,2,13,6,8,2021,37,187,0.8
Salitre,1,13,6,8,2021,197,435,0.55
Cervantes,1,13,6,8,2021,156,409,0.62
El Palo,1,13,6,8,2021,57,127,0.55
Av. de Andalucía,1,13,6,8,2021,456,613,0.26
Camas,1,13,6,8,2021,320,350,0.09
Cruz De Humilladero,1,13,6,8,2021,71,217,0.67
Alcazaba,1,13,6,8,2021,154,378,0.59
San Juan De La Cruz,1,13,6,8,2021,311,487,0.36
Pz. de la Marina,1,13,6,8,2021,213,430,0.5
Tejón y Rodriguez,1,13,6,8,2021,37,187,0.8
Salitre,0,13,6,8,2021,199,435,0.54
Cervantes,0,13,6,8,2021,123,409,0.7
El Palo,0,13,6,8,2021,53,127,0.58
Av. de Andalucía,0,13,6,8,2021,448,613,0.27
Camas,0,13,6,8,2021,310,350,0.11
Cruz De Humilladero,0,13,6,8,2021,72,217,0.67
Alcazaba,0,13,6,8,2021,39,378,0.9
San Juan De La Cruz,0,13,6,8,2021,311,487,0.36
Pz. de la Marina,0,13,6,8,2021,114,430,0.73
Tejón y Rodriguez,0,13,6,8,2021,40,187,0.79
Salitre,23,12,5,8,2021,197,435,0.55
Cervantes,23,12,5,8,2021,86,409,0.79
El Palo,23,12,5,8,2021,17,127,0.87
Av. de Andalucía,23,12,5,8,2021,441,613,0.28
Camas,23,12,5,8,2021,187,350,0.47
Cruz De Humilladero,23,12,5,8,2021,73,217,0.66
Alcazaba,23,12,5,8,2021,6,378,0.98
San Juan De La Cruz,23,12,5,8,2021,310,487,0.36
Pz. de la Marina,23,12,5,8,2021,26,430,0.94
Tejón y Rodriguez,23,12,5,8,2021,42,187,0.78
Salitre,22,12,5,8,2021,195,435,0.55
Cervantes,22,12,5,8,2021,77,409,0.81
El Palo,22,12,5,8,2021,6,127,0.95
Av. de Andalucía,22,12,5,8,2021,438,613,0.29
Camas,22,12,5,8,2021,187,350,0.47
Cruz De Humilladero,22,12,5,8,2021,72,217,0.67
Alcazaba,22,12,5,8,2021,1,378,1
San Juan De La Cruz,22,12,5,8,2021,309,487,0.37
Pz. de la Marina,22,12,5,8,2021,26,430,0.94
Tejón y Rodriguez,22,12,5,8,2021,29,187,0.84
Salitre,21,12,5,8,2021,196,435,0.55
Cervantes,21,12,5,8,2021,106,409,0.74
El Palo,21,12,5,8,2021,26,127,0.8
Av. de Andalucía,21,12,5,8,2021,393,613,0.36
Camas,21,12,5,8,2021,174,350,0.5
Cruz De Humilladero,21,12,5,8,2021,73,217,0.66
Alcazaba,21,12,5,8,2021,7,378,0.98
San Juan De La Cruz,21,12,5,8,2021,309,487,0.37
Pz. de la Marina,21,12,5,8,2021,0,430,1
Tejón y Rodriguez,21,12,5,8,2021,29,187,0.84
Salitre,20,12,5,8,2021,190,435,0.56
Cervantes,20,12,5,8,2021,112,409,0.73
El Palo,20,12,5,8,2021,46,127,0.64
Av. de Andalucía,20,12,5,8,2021,372,613,0.39
Camas,20,12,5,8,2021,178,350,0.49
Cruz De Humilladero,20,12,5,8,2021,67,217,0.69
Alcazaba,20,12,5,8,2021,1,378,1
San Juan De La Cruz,20,12,5,8,2021,300,487,0.38
Pz. de la Marina,20,12,5,8,2021,1,430,1
Tejón y Rodriguez,20,12,5,8,2021,0,187,1
Salitre,19,12,5,8,2021,180,435,0.59
Cervantes,19,12,5,8,2021,96,409,0.77
El Palo,19,12,5,8,2021,24,127,0.81
Av. de Andalucía,19,12,5,8,2021,360,613,0.41
Camas,19,12,5,8,2021,193,350,0.45
Cruz De Humilladero,19,12,5,8,2021,66,217,0.7
Alcazaba,19,12,5,8,2021,3,378,0.99
San Juan De La Cruz,19,12,5,8,2021,299,487,0.39
Pz. de la Marina,19,12,5,8,2021,1,430,1
Tejón y Rodriguez,19,12,5,8,2021,36,187,0.81
Salitre,18,12,5,8,2021,168,435,0.61
Cervantes,18,12,5,8,2021,63,409,0.85
El Palo,18,12,5,8,2021,13,127,0.9
Av. de Andalucía,18,12,5,8,2021,380,613,0.38
Camas,18,12,5,8,2021,183,350,0.48
Cruz De Humilladero,18,12,5,8,2021,69,217,0.68
Alcazaba,18,12,5,8,2021,29,378,0.92
San Juan De La Cruz,18,12,5,8,2021,299,487,0.39
Pz. de la Marina,18,12,5,8,2021,72,430,0.83
Tejón y Rodriguez,18,12,5,8,2021,40,187,0.79
Salitre,17,12,5,8,2021,172,435,0.6
Cervantes,17,12,5,8,2021,55,409,0.87
El Palo,17,12,5,8,2021,11,127,0.91
Av. de Andalucía,17,12,5,8,2021,379,613,0.38
Camas,17,12,5,8,2021,215,350,0.39
Cruz De Humilladero,17,12,5,8,2021,73,217,0.66
Alcazaba,17,12,5,8,2021,34,378,0.91
San Juan De La Cruz,17,12,5,8,2021,291,487,0.4
Pz. de la Marina,17,12,5,8,2021,66,430,0.85
Tejón y Rodriguez,17,12,5,8,2021,54,187,0.71
Salitre,16,12,5,8,2021,169,435,0.61
Cervantes,16,12,5,8,2021,57,409,0.86
El Palo,16,12,5,8,2021,6,127,0.95
Av. de Andalucía,16,12,5,8,2021,376,613,0.39
Camas,16,12,5,8,2021,218,350,0.38
Cruz De Humilladero,16,12,5,8,2021,74,217,0.66
Alcazaba,16,12,5,8,2021,18,378,0.95
San Juan De La Cruz,16,12,5,8,2021,296,487,0.39
Pz. de la Marina,16,12,5,8,2021,63,430,0.85
Tejón y Rodriguez,16,12,5,8,2021,45,187,0.76
Salitre,15,12,5,8,2021,172,435,0.6
Cervantes,15,12,5,8,2021,39,409,0.9
El Palo,15,12,5,8,2021,3,127,0.98
Av. de Andalucía,15,12,5,8,2021,335,613,0.45
Camas,15,12,5,8,2021,248,350,0.29
Cruz De Humilladero,15,12,5,8,2021,74,217,0.66
Alcazaba,15,12,5,8,2021,3,378,0.99
San Juan De La Cruz,15,12,5,8,2021,299,487,0.39
Pz. de la Marina,15,12,5,8,2021,37,430,0.91
Tejón y Rodriguez,15,12,5,8,2021,48,187,0.74
Salitre,14,12,5,8,2021,169,435,0.61
Cervantes,14,12,5,8,2021,29,409,0.93
El Palo,14,12,5,8,2021,0,127,1
Av. de Andalucía,14,12,5,8,2021,268,613,0.56
Camas,14,12,5,8,2021,169,350,0.52
Cruz De Humilladero,14,12,5,8,2021,71,217,0.67
Alcazaba,14,12,5,8,2021,3,378,0.99
San Juan De La Cruz,14,12,5,8,2021,288,487,0.41
Pz. de la Marina,14,12,5,8,2021,25,430,0.94
Tejón y Rodriguez,14,12,5,8,2021,44,187,0.76
Salitre,13,12,5,8,2021,153,435,0.65
Cervantes,13,12,5,8,2021,27,409,0.93
El Palo,13,12,5,8,2021,5,127,0.96
Av. de Andalucía,13,12,5,8,2021,229,613,0.63
Camas,13,12,5,8,2021,158,350,0.55
Cruz De Humilladero,13,12,5,8,2021,64,217,0.71
Alcazaba,13,12,5,8,2021,3,378,0.99
San Juan De La Cruz,13,12,5,8,2021,273,487,0.44
Pz. de la Marina,13,12,5,8,2021,4,430,0.99
Tejón y Rodriguez,13,12,5,8,2021,0,187,1
Salitre,12,12,5,8,2021,144,435,0.67
Cervantes,12,12,5,8,2021,50,409,0.88
El Palo,12,12,5,8,2021,0,127,1
Av. de Andalucía,12,12,5,8,2021,236,613,0.62
Camas,12,12,5,8,2021,185,350,0.47
Cruz De Humilladero,12,12,5,8,2021,62,217,0.71
Alcazaba,12,12,5,8,2021,0,378,1
San Juan De La Cruz,12,12,5,8,2021,244,487,0.5
