name,hour,day,weekday,month,year,availableSpotNumber,total,occupation
Pz. de la Marina,22,1,2,11,2021,125,430,0.71
Tejón y Rodriguez,22,1,2,11,2021,66,187,0.65
Salitre,21,1,2,11,2021,257,435,0.41
Cervantes,21,1,2,11,2021,305,409,0.25
El Palo,21,1,2,11,2021,77,127,0.39
Av. de Andalucía,21,1,2,11,2021,450,613,0.27
Camas,21,1,2,11,2021,50,350,0.86
Cruz De Humilladero,21,1,2,11,2021,86,217,0.6
Alcazaba,21,1,2,11,2021,186,378,0.51
San Juan De La Cruz,21,1,2,11,2021,308,487,0.37
Pz. de la Marina,21,1,2,11,2021,125,430,0.71
Tejón y Rodriguez,21,1,2,11,2021,68,187,0.64
Salitre,20,1,2,11,2021,252,435,0.42
Cervantes,20,1,2,11,2021,303,409,0.26
El Palo,20,1,2,11,2021,79,127,0.38
Av. de Andalucía,20,1,2,11,2021,414,613,0.32
Camas,20,1,2,11,2021,50,350,0.86
Cruz De Humilladero,20,1,2,11,2021,84,217,0.61
Alcazaba,20,1,2,11,2021,186,378,0.51
San Juan De La Cruz,20,1,2,11,2021,308,487,0.37
Pz. de la Marina,20,1,2,11,2021,100,430,0.77
Tejón y Rodriguez,20,1,2,11,2021,71,187,0.62
Salitre,19,1,2,11,2021,258,435,0.41
Cervantes,19,1,2,11,2021,277,409,0.32
El Palo,19,1,2,11,2021,77,127,0.39
Av. de Andalucía,19,1,2,11,2021,389,613,0.37
Camas,19,1,2,11,2021,50,350,0.86
Cruz De Humilladero,19,1,2,11,2021,78,217,0.64
Alcazaba,19,1,2,11,2021,186,378,0.51
San Juan De La Cruz,19,1,2,11,2021,307,487,0.37
Pz. de la Marina,19,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,19,1,2,11,2021,80,187,0.57
Salitre,18,1,2,11,2021,256,435,0.41
Cervantes,18,1,2,11,2021,268,409,0.34
El Palo,18,1,2,11,2021,84,127,0.34
Av. de Andalucía,18,1,2,11,2021,394,613,0.36
Camas,18,1,2,11,2021,50,350,0.86
Cruz De Humilladero,18,1,2,11,2021,83,217,0.62
Alcazaba,18,1,2,11,2021,186,378,0.51
San Juan De La Cruz,18,1,2,11,2021,306,487,0.37
Pz. de la Marina,18,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,18,1,2,11,2021,65,187,0.65
Salitre,17,1,2,11,2021,256,435,0.41
Cervantes,17,1,2,11,2021,246,409,0.4
El Palo,17,1,2,11,2021,80,127,0.37
Av. de Andalucía,17,1,2,11,2021,404,613,0.34
Camas,17,1,2,11,2021,50,350,0.86
Cruz De Humilladero,17,1,2,11,2021,83,217,0.62
Alcazaba,17,1,2,11,2021,186,378,0.51
San Juan De La Cruz,17,1,2,11,2021,306,487,0.37
Pz. de la Marina,17,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,17,1,2,11,2021,62,187,0.67
Salitre,16,1,2,11,2021,246,435,0.43
Cervantes,16,1,2,11,2021,196,409,0.52
El Palo,16,1,2,11,2021,71,127,0.44
Av. de Andalucía,16,1,2,11,2021,396,613,0.35
Camas,16,1,2,11,2021,50,350,0.86
Cruz De Humilladero,16,1,2,11,2021,84,217,0.61
Alcazaba,16,1,2,11,2021,186,378,0.51
San Juan De La Cruz,16,1,2,11,2021,303,487,0.38
Pz. de la Marina,16,1,2,11,2021,0,430,1
Tejón y Rodriguez,16,1,2,11,2021,35,187,0.81
Salitre,15,1,2,11,2021,246,435,0.43
Cervantes,15,1,2,11,2021,182,409,0.56
El Palo,15,1,2,11,2021,67,127,0.47
Av. de Andalucía,15,1,2,11,2021,371,613,0.39
Camas,15,1,2,11,2021,50,350,0.86
Cruz De Humilladero,15,1,2,11,2021,78,217,0.64
Alcazaba,15,1,2,11,2021,186,378,0.51
San Juan De La Cruz,15,1,2,11,2021,301,487,0.38
Pz. de la Marina,15,1,2,11,2021,0,430,1
Tejón y Rodriguez,15,1,2,11,2021,33,187,0.82
Salitre,14,1,2,11,2021,241,435,0.45
Cervantes,14,1,2,11,2021,212,409,0.48
El Palo,14,1,2,11,2021,75,127,0.41
Av. de Andalucía,14,1,2,11,2021,373,613,0.39
Camas,14,1,2,11,2021,50,350,0.86
Cruz De Humilladero,14,1,2,11,2021,78,217,0.64
Alcazaba,14,1,2,11,2021,186,378,0.51
San Juan De La Cruz,14,1,2,11,2021,303,487,0.38
Pz. de la Marina,14,1,2,11,2021,0,430,1
Tejón y Rodriguez,14,1,2,11,2021,43,187,0.77
Salitre,13,1,2,11,2021,259,435,0.4
Cervantes,13,1,2,11,2021,247,409,0.4
El Palo,13,1,2,11,2021,92,127,0.28
Av. de Andalucía,13,1,2,11,2021,342,613,0.44
Camas,13,1,2,11,2021,50,350,0.86
Cruz De Humilladero,13,1,2,11,2021,84,217,0.61
Alcazaba,13,1,2,11,2021,186,378,0.51
San Juan De La Cruz,13,1,2,11,2021,301,487,0.38
Pz. de la Marina,13,1,2,11,2021,0,430,1
Tejón y Rodriguez,13,1,2,11,2021,63,187,0.66
Salitre,12,1,2,11,2021,266,435,0.39
Cervantes,12,1,2,11,2021,247,409,0.4
El Palo,12,1,2,11,2021,91,127,0.28
Av. de Andalucía,12,1,2,11,2021,330,613,0.46
Camas,12,1,2,11,2021,50,350,0.86
Cruz De Humilladero,12,1,2,11,2021,84,217,0.61
Alcazaba,12,1,2,11,2021,186,378,0.51
San Juan De La Cruz,12,1,2,11,2021,301,487,0.38
Pz. de la Marina,12,1,2,11,2021,0,430,1
Tejón y Rodriguez,12,1,2,11,2021,70,187,0.63
Salitre,11,1,2,11,2021,266,435,0.39
Cervantes,11,1,2,11,2021,283,409,0.31
El Palo,11,1,2,11,2021,89,127,0.3
Av. de Andalucía,11,1,2,11,2021,384,613,0.37
Camas,11,1,2,11,2021,50,350,0.86
Cruz De Humilladero,11,1,2,11,2021,84,217,0.61
Alcazaba,11,1,2,11,2021,186,378,0.51
San Juan De La Cruz,11,1,2,11,2021,305,487,0.37
Pz. de la Marina,11,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,11,1,2,11,2021,77,187,0.59
Salitre,10,1,2,11,2021,259,435,0.4
Cervantes,10,1,2,11,2021,284,409,0.31
El Palo,10,1,2,11,2021,93,127,0.27
Av. de Andalucía,10,1,2,11,2021,452,613,0.26
Camas,10,1,2,11,2021,50,350,0.86
Cruz De Humilladero,10,1,2,11,2021,83,217,0.62
Alcazaba,10,1,2,11,2021,186,378,0.51
San Juan De La Cruz,10,1,2,11,2021,306,487,0.37
Pz. de la Marina,10,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,10,1,2,11,2021,80,187,0.57
Salitre,9,1,2,11,2021,260,435,0.4
Cervantes,9,1,2,11,2021,283,409,0.31
El Palo,9,1,2,11,2021,93,127,0.27
Av. de Andalucía,9,1,2,11,2021,483,613,0.21
Camas,9,1,2,11,2021,50,350,0.86
Cruz De Humilladero,9,1,2,11,2021,87,217,0.6
Alcazaba,9,1,2,11,2021,186,378,0.51
San Juan De La Cruz,9,1,2,11,2021,305,487,0.37
Pz. de la Marina,9,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,9,1,2,11,2021,84,187,0.55
Salitre,8,1,2,11,2021,260,435,0.4
Cervantes,8,1,2,11,2021,283,409,0.31
El Palo,8,1,2,11,2021,93,127,0.27
Av. de Andalucía,8,1,2,11,2021,481,613,0.22
Camas,8,1,2,11,2021,50,350,0.86
Cruz De Humilladero,8,1,2,11,2021,89,217,0.59
Alcazaba,8,1,2,11,2021,186,378,0.51
San Juan De La Cruz,8,1,2,11,2021,306,487,0.37
Pz. de la Marina,8,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,8,1,2,11,2021,81,187,0.57
Salitre,7,1,2,11,2021,259,435,0.4
Cervantes,7,1,2,11,2021,284,409,0.31
El Palo,7,1,2,11,2021,91,127,0.28
Av. de Andalucía,7,1,2,11,2021,482,613,0.21
Camas,7,1,2,11,2021,50,350,0.86
Cruz De Humilladero,7,1,2,11,2021,89,217,0.59
Alcazaba,7,1,2,11,2021,186,378,0.51
San Juan De La Cruz,7,1,2,11,2021,306,487,0.37
Pz. de la Marina,7,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,7,1,2,11,2021,79,187,0.58
Salitre,6,1,2,11,2021,259,435,0.4
Cervantes,6,1,2,11,2021,284,409,0.31
El Palo,6,1,2,11,2021,90,127,0.29
Av. de Andalucía,6,1,2,11,2021,483,613,0.21
Camas,6,1,2,11,2021,50,350,0.86
Cruz De Humilladero,6,1,2,11,2021,90,217,0.59
Alcazaba,6,1,2,11,2021,186,378,0.51
San Juan De La Cruz,6,1,2,11,2021,306,487,0.37
Pz. de la Marina,6,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,6,1,2,11,2021,72,187,0.61
Salitre,5,1,2,11,2021,258,435,0.41
Cervantes,5,1,2,11,2021,283,409,0.31
El Palo,5,1,2,11,2021,91,127,0.28
Av. de Andalucía,5,1,2,11,2021,483,613,0.21
Camas,5,1,2,11,2021,50,350,0.86
Cruz De Humilladero,5,1,2,11,2021,90,217,0.59
Alcazaba,5,1,2,11,2021,186,378,0.51
San Juan De La Cruz,5,1,2,11,2021,307,487,0.37
Pz. de la Marina,5,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,5,1,2,11,2021,78,187,0.58
Salitre,4,1,2,11,2021,258,435,0.41
Cervantes,4,1,2,11,2021,283,409,0.31
El Palo,4,1,2,11,2021,91,127,0.28
Av. de Andalucía,4,1,2,11,2021,483,613,0.21
Camas,4,1,2,11,2021,50,350,0.86
Cruz De Humilladero,4,1,2,11,2021,90,217,0.59
Alcazaba,4,1,2,11,2021,186,378,0.51
San Juan De La Cruz,4,1,2,11,2021,307,487,0.37
Pz. de la Marina,4,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,4,1,2,11,2021,65,187,0.65
Salitre,3,1,2,11,2021,259,435,0.4
Cervantes,3,1,2,11,2021,282,409,0.31
El Palo,3,1,2,11,2021,91,127,0.28
Av. de Andalucía,3,1,2,11,2021,483,613,0.21
Camas,3,1,2,11,2021,50,350,0.86
Cruz De Humilladero,3,1,2,11,2021,90,217,0.59
Alcazaba,3,1,2,11,2021,186,378,0.51
San Juan De La Cruz,3,1,2,11,2021,307,487,0.37
Pz. de la Marina,3,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,3,1,2,11,2021,58,187,0.69
Salitre,2,1,2,11,2021,259,435,0.4
Cervantes,2,1,2,11,2021,282,409,0.31
El Palo,2,1,2,11,2021,91,127,0.28
Av. de Andalucía,2,1,2,11,2021,483,613,0.21
Camas,2,1,2,11,2021,50,350,0.86
Cruz De Humilladero,2,1,2,11,2021,89,217,0.59
Alcazaba,2,1,2,11,2021,186,378,0.51
San Juan De La Cruz,2,1,2,11,2021,307,487,0.37
Pz. de la Marina,2,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,2,1,2,11,2021,53,187,0.72
Salitre,1,1,2,11,2021,260,435,0.4
Cervantes,1,1,2,11,2021,272,409,0.33
El Palo,1,1,2,11,2021,91,127,0.28
Av. de Andalucía,1,1,2,11,2021,460,613,0.25
Camas,1,1,2,11,2021,50,350,0.86
Cruz De Humilladero,1,1,2,11,2021,90,217,0.59
Alcazaba,1,1,2,11,2021,186,378,0.51
San Juan De La Cruz,1,1,2,11,2021,307,487,0.37
Pz. de la Marina,1,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,1,1,2,11,2021,34,187,0.82
Salitre,0,1,2,11,2021,260,435,0.4
Cervantes,0,1,2,11,2021,258,409,0.37
El Palo,0,1,2,11,2021,91,127,0.28
Av. de Andalucía,0,1,2,11,2021,460,613,0.25
Camas,0,1,2,11,2021,50,350,0.86
Cruz De Humilladero,0,1,2,11,2021,91,217,0.58
Alcazaba,0,1,2,11,2021,186,378,0.51
San Juan De La Cruz,0,1,2,11,2021,307,487,0.37
Pz. de la Marina,0,1,2,11,2021,50,430,0.88
Tejón y Rodriguez,0,1,2,11,2021,34,187,0.82
Salitre,23,31,1,10,2021,245,435,0.44
Cervantes,23,31,1,10,2021,241,409,0.41
El Palo,23,31,1,10,2021,88,127,0.31
Av. de Andalucía,23,31,1,10,2021,446,613,0.27
Camas,23,31,1,10,2021,50,350,0.86
Cruz De Humilladero,23,31,1,10,2021,88,217,0.59
Alcazaba,23,31,1,10,2021,186,378,0.51
San Juan De La Cruz,23,31,1,10,2021,307,487,0.37
Pz. de la Marina,23,31,1,10,2021,0,430,1
Tejón y Rodriguez,23,31,1,10,2021,26,187,0.86
Salitre,22,31,1,10,2021,245,435,0.44
Cervantes,22,31,1,10,2021,181,409,0.56
El Palo,22,31,1,10,2021,84,127,0.34
Av. de Andalucía,22,31,1,10,2021,438,613,0.29
Camas,22,31,1,10,2021,50,350,0.86
Cruz De Humilladero,22,31,1,10,2021,88,217,0.59
Alcazaba,22,31,1,10,2021,186,378,0.51
San Juan De La Cruz,22,31,1,10,2021,305,487,0.37
Pz. de la Marina,22,31,1,10,2021,0,430,1
Tejón y Rodriguez,22,31,1,10,2021,34,187,0.82
Salitre,21,31,1,10,2021,235,435,0.46
Cervantes,21,31,1,10,2021,137,409,0.67
El Palo,21,31,1,10,2021,87,127,0.31
Av. de Andalucía,21,31,1,10,2021,423,613,0.31
Camas,21,31,1,10,2021,50,350,0.86
Cruz De Humilladero,21,31,1,10,2021,79,217,0.64
Alcazaba,21,31,1,10,2021,186,378,0.51
San Juan De La Cruz,21,31,1,10,2021,288,487,0.41
Pz. de la Marina,21,31,1,10,2021,0,430,1
Tejón y Rodriguez,21,31,1,10,2021,0,187,1
Salitre,20,31,1,10,2021,235,435,0.46
Cervantes,20,31,1,10,2021,105,409,0.74
El Palo,20,31,1,10,2021,87,127,0.31
Av. de Andalucía,20,31,1,10,2021,423,613,0.31
Camas,20,31,1,10,2021,50,350,0.86
Cruz De Humilladero,20,31,1,10,2021,82,217,0.62
Alcazaba,20,31,1,10,2021,186,378,0.51
San Juan De La Cruz,20,31,1,10,2021,291,487,0.4
Pz. de la Marina,20,31,1,10,2021,0,430,1
Tejón y Rodriguez,20,31,1,10,2021,30,187,0.84
Salitre,19,31,1,10,2021,238,435,0.45
Cervantes,19,31,1,10,2021,147,409,0.64
El Palo,19,31,1,10,2021,86,127,0.32
Av. de Andalucía,19,31,1,10,2021,436,613,0.29
Camas,19,31,1,10,2021,50,350,0.86
Cruz De Humilladero,19,31,1,10,2021,85,217,0.61
Alcazaba,19,31,1,10,2021,186,378,0.51
San Juan De La Cruz,19,31,1,10,2021,291,487,0.4
Pz. de la Marina,19,31,1,10,2021,0,430,1
Tejón y Rodriguez,19,31,1,10,2021,40,187,0.79
Salitre,18,31,1,10,2021,241,435,0.45
Cervantes,18,31,1,10,2021,204,409,0.5
El Palo,18,31,1,10,2021,83,127,0.35
Av. de Andalucía,18,31,1,10,2021,447,613,0.27
Camas,18,31,1,10,2021,50,350,0.86
Cruz De Humilladero,18,31,1,10,2021,85,217,0.61
Alcazaba,18,31,1,10,2021,186,378,0.51
San Juan De La Cruz,18,31,1,10,2021,293,487,0.4
Pz. de la Marina,18,31,1,10,2021,0,430,1
Tejón y Rodriguez,18,31,1,10,2021,43,187,0.77
Salitre,17,31,1,10,2021,241,435,0.45
Cervantes,17,31,1,10,2021,180,409,0.56
El Palo,17,31,1,10,2021,67,127,0.47
Av. de Andalucía,17,31,1,10,2021,443,613,0.28
Camas,17,31,1,10,2021,50,350,0.86
Cruz De Humilladero,17,31,1,10,2021,87,217,0.6
Alcazaba,17,31,1,10,2021,186,378,0.51
San Juan De La Cruz,17,31,1,10,2021,292,487,0.4
Pz. de la Marina,17,31,1,10,2021,0,430,1
Tejón y Rodriguez,17,31,1,10,2021,45,187,0.76
Salitre,16,31,1,10,2021,232,435,0.47
Cervantes,16,31,1,10,2021,127,409,0.69
El Palo,16,31,1,10,2021,53,127,0.58
Av. de Andalucía,16,31,1,10,2021,439,613,0.28
Camas,16,31,1,10,2021,50,350,0.86
Cruz De Humilladero,16,31,1,10,2021,84,217,0.61
Alcazaba,16,31,1,10,2021,186,378,0.51
San Juan De La Cruz,16,31,1,10,2021,291,487,0.4
Pz. de la Marina,16,31,1,10,2021,0,430,1
Tejón y Rodriguez,16,31,1,10,2021,29,187,0.84
Salitre,15,31,1,10,2021,232,435,0.47
Cervantes,15,31,1,10,2021,113,409,0.72
El Palo,15,31,1,10,2021,44,127,0.65
Av. de Andalucía,15,31,1,10,2021,430,613,0.3
Camas,15,31,1,10,2021,50,350,0.86
Cruz De Humilladero,15,31,1,10,2021,80,217,0.63
Alcazaba,15,31,1,10,2021,186,378,0.51
San Juan De La Cruz,15,31,1,10,2021,290,487,0.4
Pz. de la Marina,15,31,1,10,2021,0,430,1
Tejón y Rodriguez,15,31,1,10,2021,5,187,0.97
Salitre,14,31,1,10,2021,241,435,0.45
Cervantes,14,31,1,10,2021,157,409,0.62
El Palo,14,31,1,10,2021,55,127,0.57
Av. de Andalucía,14,31,1,10,2021,436,613,0.29
Camas,14,31,1,10,2021,50,350,0.86
Cruz De Humilladero,14,31,1,10,2021,84,217,0.61
Alcazaba,14,31,1,10,2021,186,378,0.51
San Juan De La Cruz,14,31,1,10,2021,289,487,0.41
Pz. de la Marina,14,31,1,10,2021,0,430,1
Tejón y Rodriguez,14,31,1,10,2021,19,187,0.9
Salitre,13,31,1,10,2021,241,435,0.45
Cervantes,13,31,1,10,2021,208,409,0.49
El Palo,13,31,1,10,2021,55,127,0.57
Av. de Andalucía,13,31,1,10,2021,436,613,0.29
Camas,13,31,1,10,2021,248,350,0.29
Cruz De Humilladero,13,31,1,10,2021,85,217,0.61
Alcazaba,13,31,1,10,2021,186,378,0.51
San Juan De La Cruz,13,31,1,10,2021,289,487,0.41
Pz. de la Marina,13,31,1,10,2021,0,430,1
Tejón y Rodriguez,13,31,1,10,2021,26,187,0.86
Salitre,12,31,1,10,2021,231,435,0.47
Cervantes,12,31,1,10,2021,233,409,0.43
El Palo,12,31,1,10,2021,66,127,0.48
Av. de Andalucía,12,31,1,10,2021,436,613,0.29
Camas,12,31,1,10,2021,248,350,0.29
Cruz De Humilladero,12,31,1,10,2021,79,217,0.64
Alcazaba,12,31,1,10,2021,186,378,0.51
San Juan De La Cruz,12,31,1,10,2021,280,487,0.43
Pz. de la Marina,12,31,1,10,2021,0,430,1
Tejón y Rodriguez,12,31,1,10,2021,47,187,0.75
Salitre,11,31,1,10,2021,224,435,0.49
Cervantes,11,31,1,10,2021,258,409,0.37
El Palo,11,31,1,10,2021,80,127,0.37
Av. de Andalucía,11,31,1,10,2021,433,613,0.29
Camas,11,31,1,10,2021,248,350,0.29
Cruz De Humilladero,11,31,1,10,2021,81,217,0.63
Alcazaba,11,31,1,10,2021,186,378,0.51
San Juan De La Cruz,11,31,1,10,2021,278,487,0.43
Pz. de la Marina,11,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,11,31,1,10,2021,74,187,0.6
Salitre,10,31,1,10,2021,224,435,0.49
Cervantes,10,31,1,10,2021,260,409,0.36
El Palo,10,31,1,10,2021,80,127,0.37
Av. de Andalucía,10,31,1,10,2021,424,613,0.31
Camas,10,31,1,10,2021,248,350,0.29
Cruz De Humilladero,10,31,1,10,2021,83,217,0.62
Alcazaba,10,31,1,10,2021,186,378,0.51
San Juan De La Cruz,10,31,1,10,2021,275,487,0.44
Pz. de la Marina,10,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,10,31,1,10,2021,84,187,0.55
Salitre,9,31,1,10,2021,213,435,0.51
Cervantes,9,31,1,10,2021,263,409,0.36
El Palo,9,31,1,10,2021,84,127,0.34
Av. de Andalucía,9,31,1,10,2021,417,613,0.32
Camas,9,31,1,10,2021,248,350,0.29
Cruz De Humilladero,9,31,1,10,2021,85,217,0.61
Alcazaba,9,31,1,10,2021,186,378,0.51
San Juan De La Cruz,9,31,1,10,2021,273,487,0.44
Pz. de la Marina,9,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,9,31,1,10,2021,89,187,0.52
Salitre,8,31,1,10,2021,208,435,0.52
Cervantes,8,31,1,10,2021,258,409,0.37
El Palo,8,31,1,10,2021,85,127,0.33
Av. de Andalucía,8,31,1,10,2021,413,613,0.33
Camas,8,31,1,10,2021,248,350,0.29
Cruz De Humilladero,8,31,1,10,2021,85,217,0.61
Alcazaba,8,31,1,10,2021,186,378,0.51
San Juan De La Cruz,8,31,1,10,2021,272,487,0.44
Pz. de la Marina,8,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,8,31,1,10,2021,89,187,0.52
Salitre,7,31,1,10,2021,206,435,0.53
Cervantes,7,31,1,10,2021,257,409,0.37
El Palo,7,31,1,10,2021,82,127,0.35
Av. de Andalucía,7,31,1,10,2021,410,613,0.33
Camas,7,31,1,10,2021,248,350,0.29
Cruz De Humilladero,7,31,1,10,2021,85,217,0.61
Alcazaba,7,31,1,10,2021,186,378,0.51
San Juan De La Cruz,7,31,1,10,2021,269,487,0.45
Pz. de la Marina,7,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,7,31,1,10,2021,91,187,0.51
Salitre,6,31,1,10,2021,206,435,0.53
Cervantes,6,31,1,10,2021,238,409,0.42
El Palo,6,31,1,10,2021,82,127,0.35
Av. de Andalucía,6,31,1,10,2021,407,613,0.34
Camas,6,31,1,10,2021,248,350,0.29
Cruz De Humilladero,6,31,1,10,2021,75,217,0.65
Alcazaba,6,31,1,10,2021,186,378,0.51
San Juan De La Cruz,6,31,1,10,2021,269,487,0.45
Pz. de la Marina,6,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,6,31,1,10,2021,91,187,0.51
Salitre,5,31,1,10,2021,202,435,0.54
Cervantes,5,31,1,10,2021,239,409,0.42
El Palo,5,31,1,10,2021,82,127,0.35
Av. de Andalucía,5,31,1,10,2021,403,613,0.34
Camas,5,31,1,10,2021,248,350,0.29
Cruz De Humilladero,5,31,1,10,2021,75,217,0.65
Alcazaba,5,31,1,10,2021,186,378,0.51
San Juan De La Cruz,5,31,1,10,2021,268,487,0.45
Pz. de la Marina,5,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,5,31,1,10,2021,91,187,0.51
Salitre,4,31,1,10,2021,174,435,0.6
Cervantes,4,31,1,10,2021,237,409,0.42
El Palo,4,31,1,10,2021,82,127,0.35
Av. de Andalucía,4,31,1,10,2021,317,613,0.48
Camas,4,31,1,10,2021,248,350,0.29
Cruz De Humilladero,4,31,1,10,2021,75,217,0.65
Alcazaba,4,31,1,10,2021,186,378,0.51
San Juan De La Cruz,4,31,1,10,2021,261,487,0.46
Pz. de la Marina,4,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,4,31,1,10,2021,90,187,0.52
Salitre,3,31,1,10,2021,173,435,0.6
Cervantes,3,31,1,10,2021,234,409,0.43
El Palo,3,31,1,10,2021,82,127,0.35
Av. de Andalucía,3,31,1,10,2021,296,613,0.52
Camas,3,31,1,10,2021,248,350,0.29
Cruz De Humilladero,3,31,1,10,2021,75,217,0.65
Alcazaba,3,31,1,10,2021,186,378,0.51
San Juan De La Cruz,3,31,1,10,2021,261,487,0.46
Pz. de la Marina,3,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,3,31,1,10,2021,89,187,0.52
Salitre,2,31,1,10,2021,165,435,0.62
Cervantes,2,31,1,10,2021,215,409,0.47
El Palo,2,31,1,10,2021,67,127,0.47
Av. de Andalucía,2,31,1,10,2021,265,613,0.57
Camas,2,31,1,10,2021,248,350,0.29
Cruz De Humilladero,2,31,1,10,2021,74,217,0.66
Alcazaba,2,31,1,10,2021,186,378,0.51
San Juan De La Cruz,2,31,1,10,2021,225,487,0.54
Pz. de la Marina,2,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,2,31,1,10,2021,91,187,0.51
Salitre,1,31,1,10,2021,85,435,0.8
Cervantes,1,31,1,10,2021,167,409,0.59
El Palo,1,31,1,10,2021,66,127,0.48
Av. de Andalucía,1,31,1,10,2021,135,613,0.78
Camas,1,31,1,10,2021,248,350,0.29
Cruz De Humilladero,1,31,1,10,2021,66,217,0.7
Alcazaba,1,31,1,10,2021,186,378,0.51
San Juan De La Cruz,1,31,1,10,2021,148,487,0.7
Pz. de la Marina,1,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,1,31,1,10,2021,90,187,0.52
Salitre,0,31,1,10,2021,85,435,0.8
Cervantes,0,31,1,10,2021,95,409,0.77
El Palo,0,31,1,10,2021,66,127,0.48
Av. de Andalucía,0,31,1,10,2021,135,613,0.78
Camas,0,31,1,10,2021,248,350,0.29
Cruz De Humilladero,0,31,1,10,2021,66,217,0.7
Alcazaba,0,31,1,10,2021,186,378,0.51
San Juan De La Cruz,0,31,1,10,2021,148,487,0.7
Pz. de la Marina,0,31,1,10,2021,125,430,0.71
Tejón y Rodriguez,0,31,1,10,2021,90,187,0.52
Salitre,23,30,7,10,2021,40,435,0.91
Cervantes,23,30,7,10,2021,52,409,0.87
El Palo,23,30,7,10,2021,65,127,0.49
Av. de Andalucía,23,30,7,10,2021,63,613,0.9
Camas,23,30,7,10,2021,248,350,0.29
Cruz De Humilladero,23,30,7,10,2021,63,217,0.71
Alcazaba,23,30,7,10,2021,186,378,0.51
San Juan De La Cruz,23,30,7,10,2021,107,487,0.78
Pz. de la Marina,23,30,7,10,2021,0,430,1
Tejón y Rodriguez,23,30,7,10,2021,90,187,0.52
Salitre,22,30,7,10,2021,4,435,0.99
Cervantes,22,30,7,10,2021,38,409,0.91
El Palo,22,30,7,10,2021,64,127,0.5
Av. de Andalucía,22,30,7,10,2021,15,613,0.98
Camas,22,30,7,10,2021,248,350,0.29
Cruz De Humilladero,22,30,7,10,2021,54,217,0.75
Alcazaba,22,30,7,10,2021,186,378,0.51
San Juan De La Cruz,22,30,7,10,2021,31,487,0.94
Pz. de la Marina,22,30,7,10,2021,0,430,1
Tejón y Rodriguez,22,30,7,10,2021,79,187,0.58
Salitre,21,30,7,10,2021,1,435,1
Cervantes,21,30,7,10,2021,6,409,0.99
El Palo,21,30,7,10,2021,67,127,0.47
Av. de Andalucía,21,30,7,10,2021,4,613,0.99
Camas,21,30,7,10,2021,248,350,0.29
Cruz De Humilladero,21,30,7,10,2021,54,217,0.75
Alcazaba,21,30,7,10,2021,186,378,0.51
San Juan De La Cruz,21,30,7,10,2021,23,487,0.95
Pz. de la Marina,21,30,7,10,2021,0,430,1
Tejón y Rodriguez,21,30,7,10,2021,79,187,0.58
Salitre,20,30,7,10,2021,2,435,1
Cervantes,20,30,7,10,2021,6,409,0.99
El Palo,20,30,7,10,2021,67,127,0.47
Av. de Andalucía,20,30,7,10,2021,20,613,0.97
Camas,20,30,7,10,2021,248,350,0.29
Cruz De Humilladero,20,30,7,10,2021,52,217,0.76
Alcazaba,20,30,7,10,2021,186,378,0.51
San Juan De La Cruz,20,30,7,10,2021,0,487,1
Pz. de la Marina,20,30,7,10,2021,0,430,1
Tejón y Rodriguez,20,30,7,10,2021,79,187,0.58
Salitre,19,30,7,10,2021,2,435,1
Cervantes,19,30,7,10,2021,8,409,0.98
El Palo,19,30,7,10,2021,67,127,0.47
Av. de Andalucía,19,30,7,10,2021,17,613,0.97
Camas,19,30,7,10,2021,248,350,0.29
Cruz De Humilladero,19,30,7,10,2021,53,217,0.76
Alcazaba,19,30,7,10,2021,186,378,0.51
San Juan De La Cruz,19,30,7,10,2021,0,487,1
Pz. de la Marina,19,30,7,10,2021,0,430,1
Tejón y Rodriguez,19,30,7,10,2021,79,187,0.58
Salitre,18,30,7,10,2021,2,435,1
Cervantes,18,30,7,10,2021,2,409,1
El Palo,18,30,7,10,2021,70,127,0.45
Av. de Andalucía,18,30,7,10,2021,0,613,1
Camas,18,30,7,10,2021,248,350,0.29
