datetime,area,checkpoint,id,unique_checkpoint,geometry
2021-05-01T00:38:26Z,b,26,82210c612df0df7f1a9ec382b9853664,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:38:41Z,b,26,39de72e89471683c9f23c9f6acb5b893,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:38:45Z,b,26,f0433986497b7e2a5be408d36225b94f,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:41:43Z,b,26,ea9856ed45a3eff1ff7ef07ada755b15,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:45:23Z,b,26,2f7ad79fb88758c30f67dfeaf13aa966,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:46:20Z,b,26,11c14ece8911f44ad36f8c37d1ad0652,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:46:28Z,b,26,6c6017ebda5c71d6667e8450e457cc01,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:47:07Z,b,26,de470440eba2d30a34c031b5e3ddc397,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:48:46Z,b,26,53b7a29578e271ad3a08a511165c6fdd,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:50:10Z,b,26,8271443d088455790de406df1110c8ca,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:53:43Z,b,26,af5beac4f7e2f02a4f033277d8579783,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T00:56:31Z,b,26,9ceea395b09e187b057973b52d7e2d1c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:02:02Z,b,26,dbe3672ebc0786d3f6017f90ae8cfc2d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:02:05Z,b,26,0e44709e2a84174db479aa2b33690e95,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:04:12Z,b,26,bfac1707dd6c9829b637790d02931120,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:06:49Z,b,26,5027df1e43a57f94ae1c9ceaa9d27478,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:07:17Z,b,26,4bd3f42e82023be2cea9da5727f890ae,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:10:27Z,b,26,ca671e5de0b07b5d351f14616f201b64,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:12:06Z,b,26,af97f08918476a2db5c5fcf1963bf14c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:12:15Z,b,26,bcf69d0fcd60620b43990987e5588b57,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:12:25Z,b,26,59fe8d409c426578ac69561970a45437,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:13:35Z,b,26,43c55b8d02df0ae9069161103b14a4f7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:15:28Z,b,26,699897a42069d7d8877c65c200b72d04,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:15:29Z,b,26,3289df0b0778d5735da9b9cb81fca8e7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:18:31Z,b,26,c30ea5f246eb3e5924f607679c468d91,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:20:15Z,b,26,c003f97c3d19b45ed0b0b175eb22cc7b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:21:50Z,b,26,3e460b6e93b4cea125f64458287a1209,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:27:28Z,b,26,93fe6155664d732b39e1f07ccef3b9c7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:28:44Z,b,26,fa4d2bacff46a2cc02a73b317aad46e5,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:29:48Z,b,26,99ae11558c33aa996ecd99a296c102a7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:30:01Z,b,26,fc5d2a946e85070f62522f1516113c9e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:32:54Z,b,26,f88c5af5e9725f19c300abf97a6283fb,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:35:36Z,b,26,59dc64a62bd18766ea0db7355f84fb1d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:39:32Z,b,26,51dd18946d0129609179c24d9cca1703,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:41:30Z,b,26,4d9aaf1791c6be7c8bde324ebaf7eb8b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:43:57Z,b,26,e25cf166a1d9e45954941952662513d0,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:46:25Z,b,26,9f4d7310ba631f4ba8bde9af72ba82a3,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:47:31Z,b,26,824a3c230d8bd21e764fe815da0c1952,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:48:46Z,b,26,6da5307f512dcd5a79dfc6d9ef6588b7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:52:18Z,b,26,ef72f4317743c0d9bcaa1303c7abff34,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:53:26Z,b,26,904ad2d8310eaf8fe564ff7f9d26c011,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T01:58:06Z,b,26,075da69b96673c4021d4facdcc0fc7ed,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:01:18Z,b,26,f6d526d7cfe19354d2436198335fe83c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:03:41Z,b,26,600557cf55165a8b81f86d32b4d79a76,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:20:01Z,b,26,f5ee47ee1c5ab02d9f7dbdf5af8264d1,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:22:15Z,b,26,93fe6155664d732b39e1f07ccef3b9c7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:24:43Z,b,26,e2b247ec78592f36efd86022ba931832,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:31:55Z,b,26,1902886695e808949da603ae8762378d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:36:26Z,b,26,07f0de7b1361c87be2cc178fbdfd688d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:37:37Z,b,26,b66391031c3adabd7504991a21890bfc,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:37:48Z,b,26,239b9d7bbff48f60aa6d6cc3d2b12eb6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:41:16Z,b,26,9a05a2fa5fa0ef30dae7e4b40321f93e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:42:19Z,b,26,3ad2e346bf2b0b8aa4aa0eb4a9fd770b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:43:32Z,b,26,1f217f4479a666cb08c14a532a1d20e5,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:52:48Z,b,26,ba75b0b955c316c9c49bc2960c48cf51,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T02:54:00Z,b,26,2aebf95febc81355d548911cd0e4591c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:00:06Z,b,26,0562415efb396d1a30ee780c41a5ade3,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:12:38Z,b,26,0b0ade6eb805352c927cb662b36442d4,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:21:37Z,b,26,86e03f1161b6ccf7c02e806f79f803ff,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:26:35Z,b,26,ac743461634de74fbf8e688efd43f4e0,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:30:29Z,b,26,f05a2041034544f2a9f90f821621fd5a,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:30:30Z,b,26,bfca8a48f30f415ff1b4ff111dd98e88,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:35:07Z,b,26,ce1b3c478f43b987a62ddecab3994186,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:37:27Z,b,26,8c3ffe0269c210bcd010f45c87e6d40b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:39:46Z,b,26,da9fbfbb4708c12defff08f339dd4059,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:48:49Z,b,26,806914fe3599e76ef2e92ede076007a0,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:48:54Z,b,26,f8f794040af34f0324d24c791edbfa29,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:52:06Z,b,26,0b7ad15845bc88119b62f8334987bc27,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T03:52:36Z,b,26,56e593b1e542e5f5794cef36959ca246,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:03:04Z,b,26,e2ecf9515212e7b4af8b5520063cad76,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:10:10Z,b,26,89784caa85a4eca13af7c319468e709a,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:16:57Z,b,26,427e9b59e367d540944b400d910707d4,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:20:30Z,b,26,165fd04f582c4ddd36f9c87610ef7bea,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:27:41Z,b,26,ec66d339f4e4a624e46c3645fe0744bf,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:27:43Z,b,26,bfca8a48f30f415ff1b4ff111dd98e88,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:28:53Z,b,26,b2948e9c4717c1ca2d505eaf08901da6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:37:02Z,b,26,c012f47688ec9ac0b30ee73080fd26f6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:38:23Z,b,26,69d7793397ec78b96dd95818cada1088,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:40:29Z,b,26,d80fa079705f883fd404389e3023ab5e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:42:55Z,b,26,f8d8525673fe6b9d9bd45d61e3dffb9b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:47:35Z,b,26,a6986b5ae91c2a72a874a278bf60ca01,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:53:30Z,b,26,c00bc2f0b6d688e870ffbfff724087f1,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T04:56:45Z,b,26,827205b23b8136b56ef6aa3bc092f3f6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:01:38Z,b,26,57fdf17a2af895b98ea1f50f0107d4b8,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:08:25Z,b,26,65f61309b5bb0585a0463c77c747318b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:13:19Z,b,26,e7b1a378a797d4a3c36575e191e448c1,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:16:50Z,b,26,9633bb0b8a2d0f4c1fc4e8b0de56765e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:35:19Z,b,26,8e76af80f940765261f88da9fc78f02f,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:38:34Z,b,26,e9ceb47927535f29decc1d59ea90087a,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:38:40Z,b,26,38e5589a7f81f865586fc1d7744b720c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:39:58Z,b,26,5be23b114a1af9ffa5df1b1978fd2d15,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:41:00Z,b,26,e684e451c321f0ecbcfa5755975d2311,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:43:42Z,b,26,dfed16c578646b4536de9af8df25c292,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:47:11Z,b,26,956591cd417d13333773353a8b48ee07,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:52:18Z,b,26,5c2b30d749c423cdefce3ad53e3f2db6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:52:19Z,b,26,c571fd3fd937ab5503aac27054746939,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T05:59:42Z,b,26,792af1034df3ce4cb918a29dcf57dcfe,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:00:50Z,b,26,92698263ad2fa012576e05585352830d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:10:15Z,b,26,168abf88024c00ca6a2dbb1b714900b6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:10:28Z,b,26,d5e82a8ac2c497d0408d54dccb0100a7,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:12:29Z,b,26,17bf458bee1e7f343f836bb3d53ae2f1,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:14:40Z,b,26,d6706b85a1d5024ca68852e8435b6378,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:18:12Z,b,26,53185687d371692510dd7b73469d4a8e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:18:32Z,b,26,f013d6ca41d0c332639783a7d67ca3d2,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:22:31Z,b,26,b75f11c09b0f0cf5ccdf6b86b7de5437,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:22:36Z,b,26,f1f5f9922f806161cee20a60ea7e4e1c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:22:47Z,b,26,1a01db15487f7c9bba19be156e6338ba,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:23:59Z,b,26,7ec702096e076702b3081270ab415a4a,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:24:43Z,b,26,c25867343a8838722a0e89c7b8625710,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:27:23Z,b,26,be2fc8bac69fd7fa0d0e6986cc7d29aa,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:28:31Z,b,26,0d3d6f92a6697fd891bdae0a099ccc6e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:30:16Z,b,26,cc2d513f901ad772568135bd3ff3aefa,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:32:16Z,b,26,696cf3e20f2a665df22ae91919e0b32e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:32:31Z,b,26,66c5b2fe6c748014233be583930d5787,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:32:33Z,b,26,2e0cd5062d1e588041eb3da67e022e6d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:33:29Z,b,26,f8df22b3e690a04c99ac9a66bb49e7dc,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:36:31Z,b,26,8b23802ca28dbebc8884cca3965ca408,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:36:33Z,b,26,5a0b9445af5b3712015433958fed677d,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:36:35Z,b,26,7fec033f14e085831552c7bd70b3ad1f,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:39:25Z,b,26,c4b59368c05fd87c404c4718c25f93be,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:40:19Z,b,26,c46d02a58017c62399edeb2f6decd966,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:40:20Z,b,26,8ba429b087ccc914fe90060d2879cd26,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:40:32Z,b,26,d39eefdc9f1718bfd5e68a9d7f34d811,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:42:17Z,b,26,6612fa96709e10fc5c6ba422f5255f04,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:42:32Z,b,26,39a77013d678cb24f5612d84ce20a30f,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:45:27Z,b,26,5e28be7c1a91803458643524b1e5d4e3,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:46:34Z,b,26,7586533adb14ba7ab811b53ebef769a2,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:48:32Z,b,26,64b148c1064523eeb398068467cfce61,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:48:58Z,b,26,cc38fd1b23c64b577c02b11524b16bd0,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:50:40Z,b,26,4cb22815b499ece48d53c8a444f380c5,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:51:01Z,b,26,eff4fe6f0a4feceba7bf6dcc67553cee,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:52:35Z,b,26,211be149f6a56871fa46aae0caeb7653,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:54:44Z,b,26,a45241b6dad50790d0b2660e0b33cfad,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:56:33Z,b,26,711c61ccdbcbb55d694651e82cf1af37,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:57:31Z,b,26,014c767f6eeeb1eb81b1adb3e7b2be59,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:58:19Z,b,26,4a42dfe0495a955e27bca5080fe2a93c,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:58:27Z,b,26,3fe91b38e873d38c91a2132ba86555db,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:58:35Z,b,26,9768af753cb4f723ac2c96b98e7150b4,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:58:44Z,b,26,d84b85e517a864f336333b2c4c9a8d1b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T06:58:55Z,b,26,37ae59b63183fc746ddf3c933eb5a51b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:00:32Z,b,26,5047d3fff09514166883c7bdd439043e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:00:43Z,b,26,9d413a52ebb46cd9d68dc7e92d9bd19a,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:00:50Z,b,26,a673dbebba162a3b6b785d93f43ea83e,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:02:21Z,b,26,22992aeef1514f7c68deaaa22fefa0b6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:03:45Z,b,26,b3ce4847097d92b5cd37f1e1ae161b63,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:04:49Z,b,26,211be149f6a56871fa46aae0caeb7653,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:06:36Z,b,26,8ce68081d30b36d8073b51c445606453,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:07:31Z,b,26,0680e6a9b7dd4b275dde9e3fd4674afa,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:10:35Z,b,26,854c2c7a92c16dfb94acf364a560b8fa,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:10:38Z,b,26,13111a3749dd46b9145de0c2024043a6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:10:40Z,b,26,58cf42fffe9b2518d8da3158d24e859a,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:12:21Z,b,26,792df433aaa3b0b20178e57f2d45f664,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:12:37Z,b,26,a03d98a475099403f5194206f097a1d2,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:12:59Z,b,26,72abea91a22f44c59b464a9693bfbdf9,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:13:36Z,b,26,89fd05c1f07f6cc4e1208891e79ae699,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:13:38Z,b,26,837e477ea5f192ab7c2d41f977f93ef4,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:14:34Z,b,26,a09d24e4204618dc32cc8809f5e158ed,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:14:39Z,b,26,504688ae1135c3439f5ab31e42d9a1e6,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:15:29Z,b,26,2832438e58b5f550e38e0ff90a658b7b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:16:38Z,b,26,a041ab9003ec8f1173f0c7e0696331d0,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:18:39Z,b,26,59f05a9b7f73f92a60000e04f7069c86,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:18:40Z,b,26,17796b934e71b024bf1cf94758c2e037,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:19:34Z,b,26,777575ba8ce5b5f40c7490dd03303c59,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:20:55Z,b,26,4fb2b9b06166a2e3d73d15616d4a96e8,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:21:29Z,b,26,ce01f8fbd5a5c6dea25963d210646568,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:22:37Z,b,26,af218da8aa5c271fa2eebdabb62e64ab,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:22:42Z,b,26,01ea4c5c66fb1c975131703036748d08,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:22:44Z,b,26,d7b21b018423d9fe14b01151caf30376,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:23:30Z,b,26,87d7d287d11bb67179764984ffe05516,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:24:23Z,b,26,9768af753cb4f723ac2c96b98e7150b4,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:24:25Z,b,26,83f68e1e823ed20f0527966056bb28d0,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:24:40Z,b,26,fcca95cf09416bf4221929dee2f2a4d9,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:24:43Z,b,26,8c3ffe0269c210bcd010f45c87e6d40b,b-26,POINT (9.235627777999969 45.49605277999286)
2021-05-01T07:27:30Z,b,26,6b1839483a40f69d16465eeab5f51320,b-26,POINT (9.235627777999969 45.49605277999286)
