DATE,PROVINCIA_DESTINO,PROVINCIA_ORIGEN,FLUJO,POB_RESID_ORIGEN,POB_SALE_ORIGEN,POB_CASA_ORIGEN,POB_RESID_DESTINO,POB_LLEGA_DESTINO
2020/04/14,Araba,Bizkaia,770,1152934,161558,991376,331549,48045
2020/04/14,Araba,Burgos,1297,357072,33489,323583,331549,48045
2020/04/14,Araba,Rioja,1565,316798,36275,280523,331549,48045
2020/04/14,Asturias,Lugo,721,329587,35016,294571,1022800,110820
2020/04/14,Asturias,León,37,460001,49787,410214,1022800,110820
2020/04/14,Asturias,Asturias,84365,1022800,111481,911319,1022800,110820
2020/04/14,Asturias,Cantabria,148,580795,67774,513021,1022800,110820
2020/04/14,Ávila,Segovia,107,153129,15205,137924,157640,13080
2020/04/14,Ávila,Salamanca,213,330119,34682,295437,157640,13080
2020/04/14,Ávila,Toledo,207,694844,69526,625318,157640,13080
2020/04/14,Ávila,Madrid,77,6663394,753434,5909960,157640,13080
2020/04/14,Ávila,Cáceres,79,394151,29789,364362,157640,13080
2020/04/14,Ávila,Ávila,8183,157640,12896,144744,157640,13080
2020/04/14,Badajoz,Córdoba,63,782979,77615,705364,673559,61495
2020/04/14,Badajoz,Badajoz,43673,673559,62537,611022,673559,61495
2020/04/14,Badajoz,Cáceres,800,394151,29789,364362,673559,61495
2020/04/14,Badajoz,Ciudad Real,33,495761,34764,460997,673559,61495
2020/04/14,Badajoz,Huelva,203,521870,50249,471621,673559,61495
2020/04/14,Balears,Valencia,32,2565124,323420,2241704,1149460,103092
2020/04/14,Balears,Balears,83670,1149460,101852,1047608,1149460,103092
2020/04/14,Barcelona,Tarragona,925,804664,73922,730742,5664579,640643
2020/04/14,Barcelona,Barcelona,385999,5664579,636229,5028350,5664579,640643
2020/04/14,Barcelona,Lleida,124,434930,45511,389419,5664579,640643
2020/04/14,Barcelona,Girona,1645,771044,66694,704350,5664579,640643
2020/04/14,Bizkaia,Gipuzkoa,725,723576,77886,645690,1152934,158884
2020/04/14,Bizkaia,Cantabria,1515,580795,67774,513021,1152934,158884
2020/04/14,Bizkaia,Araba,495,331549,42174,289375,1152934,158884
2020/04/14,Bizkaia,Bizkaia,117450,1152934,161558,991376,1152934,158884
2020/04/14,Bizkaia,Burgos,23,357072,33489,323583,1152934,158884
2020/04/14,Burgos,Valladolid,32,519546,57649,461897,357072,34013
2020/04/14,Burgos,Bizkaia,50,1152934,161558,991376,357072,34013
2020/04/14,Burgos,Araba,621,331549,42174,289375,357072,34013
2020/04/14,Burgos,Rioja,51,316798,36275,280523,357072,34013
2020/04/14,Burgos,Palencia,200,160866,16715,144151,357072,34013
2020/04/14,Burgos,Burgos,23798,357072,33489,323583,357072,34013
2020/04/14,Cáceres,Cáceres,18646,394151,29789,364362,394151,29609
2020/04/14,Cáceres,Badajoz,874,673559,62537,611022,394151,29609
2020/04/14,Cáceres,Ávila,106,157640,12896,144744,394151,29609
2020/04/14,Cáceres,Valencia,20,2565124,323420,2241704,394151,29609
2020/04/14,Cáceres,Toledo,119,694844,69526,625318,394151,29609
2020/04/14,Cádiz,Cádiz,92017,1240155,116660,1123495,1240155,117623
2020/04/14,Cádiz,Huelva,634,521870,50249,471621,1240155,117623
2020/04/14,Cádiz,Sevilla,588,1942389,193812,1748577,1240155,117623
2020/04/14,Cádiz,Málaga,833,1661785,149296,1512489,1240155,117623
2020/04/14,Cantabria,Cantabria,47180,580795,67774,513021,580795,64767
2020/04/14,Cantabria,Asturias,167,1022800,111481,911319,580795,64767
2020/04/14,Cantabria,Bizkaia,395,1152934,161558,991376,580795,64767
2020/04/14,Cantabria,Palencia,55,160866,16715,144151,580795,64767
2020/04/14,Castellón,Valencia,585,2565124,323420,2241704,579962,64097
2020/04/14,Castellón,Teruel,32,134137,7285,126852,579962,64097
2020/04/14,Castellón,Castellón,44277,579962,61269,518693,579962,64097
2020/04/14,Castellón,Tarragona,636,804664,73922,730742,579962,64097
2020/04/14,Ceuta,Cádiz,16,1240155,116660,1123495,84777,8050
2020/04/14,Ceuta,Ceuta,7626,84777,8109,76668,84777,8050
2020/04/14,Ciudad Real,Toledo,155,694844,69526,625318,495761,32425
2020/04/14,Ciudad Real,Albacete,443,388167,26846,361321,495761,32425
2020/04/14,Ciudad Real,Córdoba,289,782979,77615,705364,495761,32425
2020/04/14,Ciudad Real,Badajoz,63,673559,62537,611022,495761,32425
2020/04/14,Ciudad Real,Ciudad Real,19156,495761,34764,460997,495761,32425
2020/04/14,Córdoba,Jaén,647,633564,53890,579674,782979,75698
2020/04/14,Córdoba,Ciudad Real,258,495761,34764,460997,782979,75698
2020/04/14,Córdoba,Córdoba,52210,782979,77615,705364,782979,75698
2020/04/14,Córdoba,Sevilla,1305,1942389,193812,1748577,782979,75698
2020/04/14,Córdoba,Granada,110,914678,95735,818943,782979,75698
2020/04/14,Córdoba,Málaga,105,1661785,149296,1512489,782979,75698
2020/04/14,Córdoba,Badajoz,33,673559,62537,611022,782979,75698
2020/04/14,Coruña,Pontevedra,4177,942665,124243,818422,1119596,141714
2020/04/14,Coruña,Coruña,104775,1119596,141119,978477,1119596,141714
2020/04/14,Coruña,Lugo,443,329587,35016,294571,1119596,141714
2020/04/14,Cuenca,Madrid,65,6663394,753434,5909960,196329,16584
2020/04/14,Cuenca,Cuenca,7461,196329,15479,180850,196329,16584
2020/04/14,Cuenca,Ciudad Real,45,495761,34764,460997,196329,16584
2020/04/14,Cuenca,Valencia,46,2565124,323420,2241704,196329,16584
2020/04/14,Cuenca,Toledo,184,694844,69526,625318,196329,16584
2020/04/14,Cuenca,Guadalajara,22,257762,27722,230040,196329,16584
2020/04/14,Cuenca,Albacete,421,388167,26846,361321,196329,16584
2020/04/14,Gipuzkoa,Gipuzkoa,57049,723576,77886,645690,723576,82436
2020/04/14,Gipuzkoa,Bizkaia,870,1152934,161558,991376,723576,82436
2020/04/14,Gipuzkoa,Araba,98,331549,42174,289375,723576,82436
2020/04/14,Gipuzkoa,Navarra,208,654183,74904,579279,723576,82436
2020/04/14,Girona,Lleida,129,434930,45511,389419,771044,70972
2020/04/14,Girona,Girona,42514,771044,66694,704350,771044,70972
2020/04/14,Girona,Barcelona,1481,5664579,636229,5028350,771044,70972
2020/04/14,Granada,Córdoba,236,782979,77615,705364,914678,93412
2020/04/14,Granada,Málaga,131,1661785,149296,1512489,914678,93412
2020/04/14,Granada,Granada,64729,914678,95735,818943,914678,93412
2020/04/14,Granada,Jaén,273,633564,53890,579674,914678,93412
2020/04/14,Granada,Almería,248,716820,76034,640786,914678,93412
2020/04/14,Guadalajara,Guadalajara,16003,257762,27722,230040,257762,28912
2020/04/14,Guadalajara,Cuenca,37,196329,15479,180850,257762,28912
2020/04/14,Guadalajara,Madrid,1601,6663394,753434,5909960,257762,28912
2020/04/14,Huelva,Sevilla,868,1942389,193812,1748577,521870,51788
2020/04/14,Huelva,Huelva,36067,521870,50249,471621,521870,51788
2020/04/14,Huelva,Badajoz,292,673559,62537,611022,521870,51788
2020/04/14,Huelva,Cádiz,368,1240155,116660,1123495,521870,51788
2020/04/14,Huesca,Lleida,657,434930,45511,389419,220461,24198
2020/04/14,Huesca,Zaragoza,267,964724,120970,843754,220461,24198
2020/04/14,Huesca,Huesca,14256,220461,21284,199177,220461,24198
2020/04/14,Jaén,Jaén,34356,633564,53890,579674,633564,52185
2020/04/14,Jaén,Córdoba,616,782979,77615,705364,633564,52185
2020/04/14,Jaén,Granada,302,914678,95735,818943,633564,52185
2020/04/14,Las Palmas de Gran Canaria,Santa Cruz de Tenerife,26,1032983,110190,922793,1120406,116019
2020/04/14,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,102917,1120406,116974,1003432,1120406,116019
2020/04/14,León,Asturias,40,1022800,111481,911319,460001,48945
2020/04/14,León,Zamora,124,172539,17050,155489,460001,48945
2020/04/14,León,Ourense,87,307651,39239,268412,460001,48945
2020/04/14,León,Palencia,34,160866,16715,144151,460001,48945
2020/04/14,León,León,35421,460001,49787,410214,460001,48945
2020/04/14,Lleida,Lleida,27326,434930,45511,389419,434930,43543
2020/04/14,Lleida,Barcelona,132,5664579,636229,5028350,434930,43543
2020/04/14,Lleida,Tarragona,32,804664,73922,730742,434930,43543
2020/04/14,Lleida,Huesca,460,220461,21284,199177,434930,43543
2020/04/14,Lleida,Zaragoza,72,964724,120970,843754,434930,43543
2020/04/14,Lleida,Girona,69,771044,66694,704350,434930,43543
2020/04/14,Lugo,Lugo,23976,329587,35016,294571,329587,35750
2020/04/14,Lugo,Asturias,593,1022800,111481,911319,329587,35750
2020/04/14,Lugo,Ourense,64,307651,39239,268412,329587,35750
2020/04/14,Lugo,Coruña,506,1119596,141119,978477,329587,35750
2020/04/14,Madrid,Guadalajara,1893,257762,27722,230040,6663394,754470
2020/04/14,Madrid,Segovia,17,153129,15205,137924,6663394,754470
2020/04/14,Madrid,Toledo,3275,694844,69526,625318,6663394,754470
2020/04/14,Madrid,Cuenca,87,196329,15479,180850,6663394,754470
2020/04/14,Madrid,Madrid,427391,6663394,753434,5909960,6663394,754470
2020/04/14,Madrid,Melilla,18,86487,10238,76249,6663394,754470
2020/04/14,Madrid,Ávila,127,157640,12896,144744,6663394,754470
2020/04/14,Málaga,Málaga,113906,1661785,149296,1512489,1661785,152288
2020/04/14,Málaga,Granada,184,914678,95735,818943,1661785,152288
2020/04/14,Málaga,Cádiz,612,1240155,116660,1123495,1661785,152288
2020/04/14,Málaga,Sevilla,185,1942389,193812,1748577,1661785,152288
2020/04/14,Málaga,Córdoba,248,782979,77615,705364,1661785,152288
2020/04/14,Melilla,Melilla,9889,86487,10238,76249,86487,10258
2020/04/14,Murcia,Albacete,126,388167,26846,361321,1493898,153948
2020/04/14,Murcia,Murcia,114888,1493898,159053,1334845,1493898,153948
2020/04/14,Murcia,Almería,1050,716820,76034,640786,1493898,153948
2020/04/14,Murcia,Alicante,2011,1858683,206791,1651892,1493898,153948
2020/04/14,Navarra,Navarra,51169,654183,74904,579279,654183,77821
2020/04/14,Navarra,Gipuzkoa,258,723576,77886,645690,654183,77821
2020/04/14,Navarra,Zaragoza,752,964724,120970,843754,654183,77821
2020/04/14,Navarra,Rioja,1910,316798,36275,280523,654183,77821
2020/04/14,Ourense,Pontevedra,155,942665,124243,818422,307651,39540
2020/04/14,Ourense,Zamora,24,172539,17050,155489,307651,39540
2020/04/14,Ourense,Lugo,175,329587,35016,294571,307651,39540
2020/04/14,Ourense,Ourense,29592,307651,39239,268412,307651,39540
2020/04/14,Ourense,León,111,460001,49787,410214,307651,39540
2020/04/14,Palencia,Cantabria,153,580795,67774,513021,160866,17521
2020/04/14,Palencia,Burgos,178,357072,33489,323583,160866,17521
2020/04/14,Palencia,Palencia,11365,160866,16715,144151,160866,17521
2020/04/14,Pontevedra,Ourense,196,307651,39239,268412,942665,123307
2020/04/14,Pontevedra,Pontevedra,93646,942665,124243,818422,942665,123307
2020/04/14,Pontevedra,Coruña,3572,1119596,141119,978477,942665,123307
2020/04/14,Rioja,Burgos,44,357072,33489,323583,316798,34276
2020/04/14,Rioja,Navarra,1431,654183,74904,579279,316798,34276
2020/04/14,Rioja,Araba,439,331549,42174,289375,316798,34276
2020/04/14,Rioja,Rioja,25190,316798,36275,280523,316798,34276
2020/04/14,Salamanca,Ávila,178,157640,12896,144744,330119,34244
2020/04/14,Salamanca,Salamanca,26021,330119,34682,295437,330119,34244
2020/04/14,Santa Cruz de Tenerife,Las Palmas de Gran Canaria,17,1120406,116974,1003432,1032983,109299
2020/04/14,Santa Cruz de Tenerife,Santa Cruz de Tenerife,94426,1032983,110190,922793,1032983,109299
2020/04/14,Segovia,Ávila,113,157640,12896,144744,153129,16142
2020/04/14,Segovia,Segovia,9574,153129,15205,137924,153129,16142
2020/04/14,Segovia,Valladolid,205,519546,57649,461897,153129,16142
2020/04/14,Segovia,Burgos,63,357072,33489,323583,153129,16142
2020/04/14,Sevilla,Huelva,348,521870,50249,471621,1942389,190376
2020/04/14,Sevilla,Cádiz,655,1240155,116660,1123495,1942389,190376
2020/04/14,Sevilla,Sevilla,123908,1942389,193812,1748577,1942389,190376
2020/04/14,Sevilla,Badajoz,21,673559,62537,611022,1942389,190376
2020/04/14,Sevilla,Málaga,116,1661785,149296,1512489,1942389,190376
2020/04/14,Sevilla,Córdoba,1369,782979,77615,705364,1942389,190376
2020/04/14,Soria,Soria,4467,88636,6083,82553,88636,6855
2020/04/14,Soria,Burgos,30,357072,33489,323583,88636,6855
2020/04/14,Soria,Zaragoza,75,964724,120970,843754,88636,6855
2020/04/14,Soria,Segovia,20,153129,15205,137924,88636,6855
2020/04/14,Soria,Valladolid,27,519546,57649,461897,88636,6855
2020/04/14,Tarragona,Teruel,43,134137,7285,126852,804664,73525
2020/04/14,Tarragona,Tarragona,45537,804664,73922,730742,804664,73525
2020/04/14,Tarragona,Barcelona,573,5664579,636229,5028350,804664,73525
2020/04/14,Tarragona,Castellón,564,579962,61269,518693,804664,73525
2020/04/14,Teruel,Castellón,42,579962,61269,518693,134137,8791
2020/04/14,Teruel,Teruel,3919,134137,7285,126852,134137,8791
2020/04/14,Teruel,Zaragoza,32,964724,120970,843754,134137,8791
2020/04/14,Teruel,Guadalajara,44,257762,27722,230040,134137,8791
2020/04/14,Teruel,Tarragona,75,804664,73922,730742,134137,8791
2020/04/14,Toledo,Cuenca,49,196329,15479,180850,694844,66831
2020/04/14,Toledo,Cáceres,146,394151,29789,364362,694844,66831
2020/04/14,Toledo,Toledo,32687,694844,69526,625318,694844,66831
2020/04/14,Toledo,Madrid,2855,6663394,753434,5909960,694844,66831
2020/04/14,Toledo,Ávila,107,157640,12896,144744,694844,66831
2020/04/14,Toledo,Ciudad Real,189,495761,34764,460997,694844,66831
2020/04/14,Valencia,Murcia,17,1493898,159053,1334845,2565124,316496
2020/04/14,Valencia,Cuenca,114,196329,15479,180850,2565124,316496
2020/04/14,Valencia,Albacete,270,388167,26846,361321,2565124,316496
2020/04/14,Valencia,Alicante,653,1858683,206791,1651892,2565124,316496
2020/04/14,Valencia,Valencia,210069,2565124,323420,2241704,2565124,316496
2020/04/14,Valencia,Castellón,513,579962,61269,518693,2565124,316496
2020/04/14,Valladolid,Soria,26,88636,6083,82553,519546,55619
2020/04/14,Valladolid,Valladolid,38983,519546,57649,461897,519546,55619
2020/04/14,Valladolid,Zamora,223,172539,17050,155489,519546,55619
2020/04/14,Valladolid,Segovia,196,153129,15205,137924,519546,55619
2020/04/14,Valladolid,Burgos,96,357072,33489,323583,519546,55619
2020/04/14,Zamora,Ourense,40,307651,39239,268412,172539,16799
2020/04/14,Zamora,Zamora,11136,172539,17050,155489,172539,16799
2020/04/14,Zamora,Valladolid,24,519546,57649,461897,172539,16799
2020/04/14,Zamora,León,27,460001,49787,410214,172539,16799
2020/04/14,Zamora,Salamanca,16,330119,34682,295437,172539,16799
2020/04/14,Zaragoza,Zaragoza,88384,964724,120970,843754,964724,116521
2020/04/14,Zaragoza,Soria,78,88636,6083,82553,964724,116521
2020/04/14,Zaragoza,Huesca,147,220461,21284,199177,964724,116521
2020/04/14,Zaragoza,Lleida,65,434930,45511,389419,964724,116521
2020/04/14,Zaragoza,Teruel,166,134137,7285,126852,964724,116521
2020/04/14,Zaragoza,Navarra,443,654183,74904,579279,964724,116521
2020/04/15,Albacete,Albacete,15760,388167,26573,361594,388167,26117
2020/04/15,Albacete,Cuenca,426,196329,14769,181560,388167,26117
2020/04/15,Albacete,Valencia,321,2565124,314912,2250212,388167,26117
2020/04/15,Albacete,Alicante,167,1858683,201132,1657551,388167,26117
2020/04/15,Albacete,Ciudad Real,479,495761,32972,462789,388167,26117
2020/04/15,Albacete,Jaén,33,633564,47711,585853,388167,26117
2020/04/15,Albacete,Murcia,134,1493898,156133,1337765,388167,26117
2020/04/15,Alicante,Murcia,2145,1493898,156133,1337765,1858683,203555
2020/04/15,Alicante,Valencia,769,2565124,314912,2250212,1858683,203555
2020/04/15,Alicante,Alicante,154492,1858683,201132,1657551,1858683,203555
2020/04/15,Alicante,Albacete,219,388167,26573,361594,1858683,203555
2020/04/15,Alicante,Barcelona,16,5664579,689885,4974694,1858683,203555
2020/04/15,Almería,Almería,58289,716820,72031,644789,716820,73117
2020/04/15,Almería,Murcia,1271,1493898,156133,1337765,716820,73117
2020/04/15,Almería,Granada,347,914678,90967,823711,716820,73117
2020/04/15,Araba,Navarra,81,654183,77106,577077,331549,49049
2020/04/15,Araba,Araba,34684,331549,43014,288535,331549,49049
2020/04/15,Araba,Gipuzkoa,136,723576,80581,642995,331549,49049
2020/04/15,Araba,Burgos,1475,357072,34354,322718,331549,49049
2020/04/15,Araba,Bizkaia,942,1152934,164357,988577,331549,49049
2020/04/15,Araba,Rioja,1587,316798,36543,280255,331549,49049
2020/04/15,Asturias,Asturias,87682,1022800,113252,909548,1022800,113132
2020/04/15,Asturias,Lugo,763,329587,35467,294120,1022800,113132
2020/04/15,Asturias,Cantabria,160,580795,67424,513371,1022800,113132
2020/04/15,Ávila,Cáceres,119,394151,29621,364530,157640,13297
2020/04/15,Ávila,Segovia,71,153129,15235,137894,157640,13297
2020/04/15,Ávila,Toledo,426,694844,71770,623074,157640,13297
2020/04/15,Ávila,Ávila,8048,157640,12708,144932,157640,13297
2020/04/15,Ávila,Madrid,85,6663394,742142,5921252,157640,13297
2020/04/15,Ávila,Salamanca,263,330119,34694,295425,157640,13297
2020/04/15,Badajoz,Ciudad Real,37,495761,32972,462789,673559,59170
2020/04/15,Badajoz,Badajoz,42145,673559,59572,613987,673559,59170
2020/04/15,Badajoz,Córdoba,88,782979,75024,707955,673559,59170
2020/04/15,Badajoz,Cáceres,786,394151,29621,364530,673559,59170
2020/04/15,Badajoz,Huelva,146,521870,51296,470574,673559,59170
2020/04/15,Balears,Barcelona,20,5664579,689885,4974694,1149460,108073
2020/04/15,Balears,Balears,89324,1149460,107145,1042315,1149460,108073
2020/04/15,Balears,Valencia,47,2565124,314912,2250212,1149460,108073
2020/04/15,Barcelona,Tarragona,872,804664,79036,725628,5664579,691557
2020/04/15,Barcelona,Barcelona,427556,5664579,689885,4974694,5664579,691557
2020/04/15,Barcelona,Girona,1925,771044,71112,699932,5664579,691557
2020/04/15,Barcelona,Lleida,68,434930,49295,385635,5664579,691557
2020/04/15,Bizkaia,Barcelona,16,5664579,689885,4974694,1152934,161378
2020/04/15,Bizkaia,Bizkaia,120356,1152934,164357,988577,1152934,161378
2020/04/15,Bizkaia,Cantabria,1565,580795,67424,513371,1152934,161378
2020/04/15,Bizkaia,Burgos,38,357072,34354,322718,1152934,161378
2020/04/15,Bizkaia,Gipuzkoa,784,723576,80581,642995,1152934,161378
2020/04/15,Bizkaia,Araba,633,331549,43014,288535,1152934,161378
2020/04/15,Burgos,Segovia,22,153129,15235,137894,357072,34757
2020/04/15,Burgos,Valladolid,87,519546,58158,461388,357072,34757
2020/04/15,Burgos,Burgos,24547,357072,34354,322718,357072,34757
2020/04/15,Burgos,Palencia,188,160866,16948,143918,357072,34757
2020/04/15,Burgos,Araba,576,331549,43014,288535,357072,34757
2020/04/15,Burgos,Rioja,26,316798,36543,280255,357072,34757
2020/04/15,Burgos,Bizkaia,48,1152934,164357,988577,357072,34757
2020/04/15,Cáceres,Badajoz,746,673559,59572,613987,394151,29382
2020/04/15,Cáceres,Cáceres,19110,394151,29621,364530,394151,29382
2020/04/15,Cáceres,Ávila,86,157640,12708,144932,394151,29382
2020/04/15,Cáceres,Toledo,157,694844,71770,623074,394151,29382
2020/04/15,Cádiz,Málaga,774,1661785,148143,1513642,1240155,116791
2020/04/15,Cádiz,Sevilla,520,1942389,194465,1747924,1240155,116791
2020/04/15,Cádiz,Ceuta,40,84777,8168,76609,1240155,116791
2020/04/15,Cádiz,Cádiz,92681,1240155,115308,1124847,1240155,116791
2020/04/15,Cádiz,Huelva,575,521870,51296,470574,1240155,116791
2020/04/15,Cantabria,Cantabria,47174,580795,67424,513371,580795,64561
2020/04/15,Cantabria,Palencia,30,160866,16948,143918,580795,64561
2020/04/15,Cantabria,Asturias,126,1022800,113252,909548,580795,64561
2020/04/15,Cantabria,Bizkaia,415,1152934,164357,988577,580795,64561
2020/04/15,Castellón,Castellón,45250,579962,61839,518123,579962,64303
2020/04/15,Castellón,Tarragona,683,804664,79036,725628,579962,64303
2020/04/15,Castellón,Valencia,509,2565124,314912,2250212,579962,64303
2020/04/15,Castellón,Teruel,30,134137,7981,126156,579962,64303
2020/04/15,Ceuta,Ceuta,7683,84777,8168,76609,84777,8101
2020/04/15,Ceuta,Cádiz,16,1240155,115308,1124847,84777,8101
2020/04/15,Ciudad Real,Ciudad Real,18169,495761,32972,462789,495761,30866
2020/04/15,Ciudad Real,Albacete,432,388167,26573,361594,495761,30866
2020/04/15,Ciudad Real,Córdoba,313,782979,75024,707955,495761,30866
2020/04/15,Ciudad Real,Toledo,184,694844,71770,623074,495761,30866
2020/04/15,Ciudad Real,Badajoz,51,673559,59572,613987,495761,30866
2020/04/15,Córdoba,Granada,119,914678,90967,823711,782979,73515
2020/04/15,Córdoba,Ciudad Real,223,495761,32972,462789,782979,73515
2020/04/15,Córdoba,Jaén,478,633564,47711,585853,782979,73515
2020/04/15,Córdoba,Sevilla,1065,1942389,194465,1747924,782979,73515
2020/04/15,Córdoba,Málaga,70,1661785,148143,1513642,782979,73515
2020/04/15,Córdoba,Córdoba,51030,782979,75024,707955,782979,73515
2020/04/15,Córdoba,Badajoz,34,673559,59572,613987,782979,73515
2020/04/15,Coruña,Coruña,103342,1119596,138933,980663,1119596,140190
2020/04/15,Coruña,Pontevedra,4243,942665,124010,818655,1119596,140190
2020/04/15,Coruña,Lugo,531,329587,35467,294120,1119596,140190
2020/04/15,Cuenca,Guadalajara,25,257762,27707,230055,196329,15328
2020/04/15,Cuenca,Ciudad Real,29,495761,32972,462789,196329,15328
2020/04/15,Cuenca,Cuenca,7004,196329,14769,181560,196329,15328
2020/04/15,Cuenca,Valencia,40,2565124,314912,2250212,196329,15328
2020/04/15,Cuenca,Albacete,473,388167,26573,361594,196329,15328
2020/04/15,Cuenca,Toledo,100,694844,71770,623074,196329,15328
2020/04/15,Cuenca,Madrid,56,6663394,742142,5921252,196329,15328
2020/04/15,Gipuzkoa,Bizkaia,915,1152934,164357,988577,723576,84340
2020/04/15,Gipuzkoa,Gipuzkoa,59484,723576,80581,642995,723576,84340
2020/04/15,Gipuzkoa,Araba,80,331549,43014,288535,723576,84340
2020/04/15,Gipuzkoa,Navarra,303,654183,77106,577077,723576,84340
2020/04/15,Girona,Girona,46225,771044,71112,699932,771044,76025
2020/04/15,Girona,Lleida,133,434930,49295,385635,771044,76025
2020/04/15,Girona,Barcelona,1815,5664579,689885,4974694,771044,76025
2020/04/15,Granada,Málaga,103,1661785,148143,1513642,914678,88813
2020/04/15,Granada,Granada,64179,914678,90967,823711,914678,88813
2020/04/15,Granada,Almería,330,716820,72031,644789,914678,88813
2020/04/15,Granada,Jaén,138,633564,47711,585853,914678,88813
2020/04/15,Granada,Córdoba,136,782979,75024,707955,914678,88813
2020/04/15,Guadalajara,Guadalajara,16067,257762,27707,230055,257762,28664
2020/04/15,Guadalajara,Madrid,1404,6663394,742142,5921252,257762,28664
2020/04/15,Guadalajara,Cuenca,23,196329,14769,181560,257762,28664
2020/04/15,Huelva,Huelva,37919,521870,51296,470574,521870,53327
2020/04/15,Huelva,Cádiz,482,1240155,115308,1124847,521870,53327
2020/04/15,Huelva,Sevilla,691,1942389,194465,1747924,521870,53327
2020/04/15,Huelva,Badajoz,293,673559,59572,613987,521870,53327
2020/04/15,Huesca,Zaragoza,217,964724,122411,842313,220461,24997
2020/04/15,Huesca,Huesca,14794,220461,22277,198184,220461,24997
2020/04/15,Huesca,Lleida,765,434930,49295,385635,220461,24997
2020/04/15,Jaén,Albacete,17,388167,26573,361594,633564,46704
2020/04/15,Jaén,Granada,127,914678,90967,823711,633564,46704
2020/04/15,Jaén,Córdoba,536,782979,75024,707955,633564,46704
2020/04/15,Jaén,Jaén,31709,633564,47711,585853,633564,46704
2020/04/15,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,106944,1120406,119511,1000895,1120406,118531
2020/04/15,Las Palmas de Gran Canaria,Santa Cruz de Tenerife,20,1032983,111843,921140,1120406,118531
2020/04/15,León,Zamora,98,172539,16951,155588,460001,48959
2020/04/15,León,Palencia,32,160866,16948,143918,460001,48959
2020/04/15,León,León,35744,460001,49860,410141,460001,48959
2020/04/15,León,Asturias,41,1022800,113252,909548,460001,48959
2020/04/15,León,Ourense,102,307651,39031,268620,460001,48959
2020/04/15,Lleida,Barcelona,178,5664579,689885,4974694,434930,46840
2020/04/15,Lleida,Tarragona,24,804664,79036,725628,434930,46840
2020/04/15,Lleida,Girona,108,771044,71112,699932,434930,46840
2020/04/15,Lleida,Lleida,30350,434930,49295,385635,434930,46840
2020/04/15,Lleida,Huesca,456,220461,22277,198184,434930,46840
2020/04/15,Lleida,Zaragoza,102,964724,122411,842313,434930,46840
2020/04/15,Lugo,Coruña,463,1119596,138933,980663,329587,36323
2020/04/15,Lugo,Asturias,557,1022800,113252,909548,329587,36323
2020/04/15,Lugo,Lugo,24558,329587,35467,294120,329587,36323
2020/04/15,Lugo,Ourense,107,307651,39031,268620,329587,36323
2020/04/15,Madrid,Segovia,20,153129,15235,137894,6663394,745679
2020/04/15,Madrid,Madrid,422829,6663394,742142,5921252,6663394,745679
2020/04/15,Madrid,Guadalajara,1771,257762,27707,230055,6663394,745679
2020/04/15,Madrid,Cuenca,67,196329,14769,181560,6663394,745679
2020/04/15,Madrid,Toledo,2910,694844,71770,623074,6663394,745679
2020/04/15,Madrid,Ávila,132,157640,12708,144932,6663394,745679
2020/04/15,Madrid,Melilla,16,86487,10349,76138,6663394,745679
2020/04/15,Málaga,Cádiz,601,1240155,115308,1124847,1661785,150572
2020/04/15,Málaga,Granada,135,914678,90967,823711,1661785,150572
2020/04/15,Málaga,Sevilla,79,1942389,194465,1747924,1661785,150572
2020/04/15,Málaga,Málaga,115175,1661785,148143,1513642,1661785,150572
2020/04/15,Málaga,Córdoba,186,782979,75024,707955,1661785,150572
2020/04/15,Melilla,Melilla,10105,86487,10349,76138,86487,10310
2020/04/15,Murcia,Almería,860,716820,72031,644789,1493898,154126
2020/04/15,Murcia,Murcia,115663,1493898,156133,1337765,1493898,154126
2020/04/15,Murcia,Albacete,166,388167,26573,361594,1493898,154126
2020/04/15,Murcia,Barcelona,16,5664579,689885,4974694,1493898,154126
2020/04/15,Murcia,Granada,37,914678,90967,823711,1493898,154126
2020/04/15,Murcia,Alicante,1955,1858683,201132,1657551,1493898,154126
2020/04/15,Navarra,Navarra,53027,654183,77106,577077,654183,78449
2020/04/15,Navarra,Araba,54,331549,43014,288535,654183,78449
2020/04/15,Navarra,Gipuzkoa,243,723576,80581,642995,654183,78449
2020/04/15,Navarra,Zaragoza,446,964724,122411,842313,654183,78449
2020/04/15,Navarra,Rioja,2041,316798,36543,280255,654183,78449
2020/04/15,Ourense,León,83,460001,49860,410141,307651,39044
2020/04/15,Ourense,Pontevedra,152,942665,124010,818655,307651,39044
2020/04/15,Ourense,Zamora,23,172539,16951,155588,307651,39044
2020/04/15,Ourense,Ourense,29357,307651,39031,268620,307651,39044
2020/04/15,Ourense,Lugo,160,329587,35467,294120,307651,39044
2020/04/15,Palencia,Palencia,11581,160866,16948,143918,160866,17811
2020/04/15,Palencia,Burgos,127,357072,34354,322718,160866,17811
2020/04/15,Palencia,Valladolid,44,519546,58158,461388,160866,17811
2020/04/15,Palencia,Cantabria,150,580795,67424,513371,160866,17811
2020/04/15,Pontevedra,Pontevedra,93300,942665,124010,818655,942665,122382
2020/04/15,Pontevedra,Coruña,3489,1119596,138933,980663,942665,122382
