DATE,PROVINCIA_DESTINO,PROVINCIA_ORIGEN,FLUJO,POB_RESID_ORIGEN,POB_SALE_ORIGEN,POB_CASA_ORIGEN,POB_RESID_DESTINO,POB_LLEGA_DESTINO
2019/11/30,Albacete,Ciudad Real,706,495761,84802,410959,388167,93908
2019/11/30,Albacete,Valencia,250,2565124,794219,1770905,388167,93908
2019/11/30,Albacete,Cuenca,1019,196329,39668,156661,388167,93908
2019/11/30,Albacete,Jaén,251,633564,119149,514415,388167,93908
2019/11/30,Albacete,Albacete,75055,388167,98015,290152,388167,93908
2019/11/30,Albacete,Alicante,225,1858683,523005,1335678,388167,93908
2019/11/30,Albacete,Madrid,23,6663394,2445079,4218315,388167,93908
2019/11/30,Albacete,Murcia,571,1493898,368145,1125753,388167,93908
2019/11/30,Alicante,Bizkaia,18,1152934,391429,761505,1858683,514708
2019/11/30,Alicante,Murcia,3846,1493898,368145,1125753,1858683,514708
2019/11/30,Alicante,Barcelona,22,5664579,1977077,3687502,1858683,514708
2019/11/30,Alicante,Albacete,398,388167,98015,290152,1858683,514708
2019/11/30,Alicante,Rioja,25,316798,88934,227864,1858683,514708
2019/11/30,Alicante,Badajoz,28,673559,131089,542470,1858683,514708
2019/11/30,Alicante,Alicante,413413,1858683,523005,1335678,1858683,514708
2019/11/30,Alicante,Girona,95,771044,197290,573754,1858683,514708
2019/11/30,Alicante,Madrid,19,6663394,2445079,4218315,1858683,514708
2019/11/30,Alicante,Valencia,1797,2565124,794219,1770905,1858683,514708
2019/11/30,Almería,Almería,144843,716820,174628,542192,716820,172939
2019/11/30,Almería,Murcia,2484,1493898,368145,1125753,716820,172939
2019/11/30,Almería,Granada,523,914678,221853,692825,716820,172939
2019/11/30,Araba,Huelva,35,521870,113602,408268,331549,119867
2019/11/30,Araba,Murcia,65,1493898,368145,1125753,331549,119867
2019/11/30,Araba,Cáceres,48,394151,84165,309986,331549,119867
2019/11/30,Araba,Cantabria,114,580795,183030,397765,331549,119867
2019/11/30,Araba,Burgos,3568,357072,90270,266802,331549,119867
2019/11/30,Araba,Gipuzkoa,1432,723576,226911,496665,331549,119867
2019/11/30,Araba,Bizkaia,5288,1152934,391429,761505,331549,119867
2019/11/30,Araba,Rioja,3991,316798,88934,227864,331549,119867
2019/11/30,Araba,Navarra,830,654183,200438,453745,331549,119867
2019/11/30,Araba,Araba,84463,331549,105672,225877,331549,119867
2019/11/30,Asturias,Asturias,257854,1022800,305758,717042,1022800,303988
2019/11/30,Asturias,Cantabria,546,580795,183030,397765,1022800,303988
2019/11/30,Asturias,Lugo,2162,329587,77703,251884,1022800,303988
2019/11/30,Asturias,León,200,460001,136767,323234,1022800,303988
2019/11/30,Ávila,Segovia,181,153129,44473,108656,157640,34051
2019/11/30,Ávila,Toledo,318,694844,178444,516400,157640,34051
2019/11/30,Ávila,Madrid,291,6663394,2445079,4218315,157640,34051
2019/11/30,Ávila,Valladolid,190,519546,150660,368886,157640,34051
2019/11/30,Ávila,Salamanca,319,330119,92587,237532,157640,34051
2019/11/30,Ávila,Ávila,21732,157640,42201,115439,157640,34051
2019/11/30,Ávila,Cáceres,297,394151,84165,309986,157640,34051
2019/11/30,Badajoz,Ciudad Real,69,495761,84802,410959,673559,124104
2019/11/30,Badajoz,Córdoba,183,782979,175143,607836,673559,124104
2019/11/30,Badajoz,Sevilla,370,1942389,503839,1438550,673559,124104
2019/11/30,Badajoz,Cáceres,1724,394151,84165,309986,673559,124104
2019/11/30,Badajoz,Badajoz,94817,673559,131089,542470,673559,124104
2019/11/30,Badajoz,Huelva,341,521870,113602,408268,673559,124104
2019/11/30,Balears,Balears,256318,1149460,298678,850782,1149460,289056
2019/11/30,Balears,Barcelona,65,5664579,1977077,3687502,1149460,289056
2019/11/30,Balears,Cantabria,19,580795,183030,397765,1149460,289056
2019/11/30,Barcelona,Barcelona,1506209,5664579,1977077,3687502,5664579,2036370
2019/11/30,Barcelona,Balears,135,1149460,298678,850782,5664579,2036370
2019/11/30,Barcelona,Zaragoza,21,964724,311185,653539,5664579,2036370
2019/11/30,Barcelona,Alicante,16,1858683,523005,1335678,5664579,2036370
2019/11/30,Barcelona,Tarragona,5468,804664,228590,576074,5664579,2036370
2019/11/30,Barcelona,Girona,9753,771044,197290,573754,5664579,2036370
2019/11/30,Barcelona,Lleida,986,434930,123560,311370,5664579,2036370
2019/11/30,Barcelona,Valencia,17,2565124,794219,1770905,5664579,2036370
2019/11/30,Bizkaia,Cantabria,6231,580795,183030,397765,1152934,390577
2019/11/30,Bizkaia,Palencia,24,160866,48557,112309,1152934,390577
2019/11/30,Bizkaia,Bizkaia,311552,1152934,391429,761505,1152934,390577
2019/11/30,Bizkaia,Málaga,22,1661785,393804,1267981,1152934,390577
2019/11/30,Bizkaia,Burgos,1372,357072,90270,266802,1152934,390577
2019/11/30,Bizkaia,Gipuzkoa,2462,723576,226911,496665,1152934,390577
2019/11/30,Bizkaia,Rioja,91,316798,88934,227864,1152934,390577
2019/11/30,Bizkaia,Araba,3941,331549,105672,225877,1152934,390577
2019/11/30,Burgos,Araba,1912,331549,105672,225877,357072,86088
2019/11/30,Burgos,Segovia,125,153129,44473,108656,357072,86088
2019/11/30,Burgos,Bizkaia,479,1152934,391429,761505,357072,86088
2019/11/30,Burgos,Soria,224,88636,15531,73105,357072,86088
2019/11/30,Burgos,Burgos,64874,357072,90270,266802,357072,86088
2019/11/30,Burgos,Palencia,520,160866,48557,112309,357072,86088
2019/11/30,Burgos,Rioja,235,316798,88934,227864,357072,86088
2019/11/30,Burgos,Cantabria,172,580795,183030,397765,357072,86088
2019/11/30,Burgos,Valladolid,67,519546,150660,368886,357072,86088
2019/11/30,Cáceres,Ávila,317,157640,42201,115439,394151,78948
2019/11/30,Cáceres,Salamanca,450,330119,92587,237532,394151,78948
2019/11/30,Cáceres,Valencia,25,2565124,794219,1770905,394151,78948
2019/11/30,Cáceres,Badajoz,2241,673559,131089,542470,394151,78948
2019/11/30,Cáceres,Cáceres,54075,394151,84165,309986,394151,78948
2019/11/30,Cáceres,Toledo,570,694844,178444,516400,394151,78948
2019/11/30,Cádiz,Ceuta,49,84777,27047,57730,1240155,299256
2019/11/30,Cádiz,Cádiz,249451,1240155,302979,937176,1240155,299256
2019/11/30,Cádiz,Barcelona,19,5664579,1977077,3687502,1240155,299256
2019/11/30,Cádiz,Huelva,319,521870,113602,408268,1240155,299256
2019/11/30,Cádiz,Sevilla,2768,1942389,503839,1438550,1240155,299256
2019/11/30,Cádiz,Málaga,2718,1661785,393804,1267981,1240155,299256
2019/11/30,Cantabria,Burgos,111,357072,90270,266802,580795,168662
2019/11/30,Cantabria,Cantabria,139664,580795,183030,397765,580795,168662
2019/11/30,Cantabria,Palencia,107,160866,48557,112309,580795,168662
2019/11/30,Cantabria,Bizkaia,1695,1152934,391429,761505,580795,168662
2019/11/30,Cantabria,Asturias,271,1022800,305758,717042,580795,168662
2019/11/30,Castellón,Tarragona,3201,804664,228590,576074,579962,156029
2019/11/30,Castellón,Castellón,121481,579962,155822,424140,579962,156029
2019/11/30,Castellón,Teruel,185,134137,21690,112447,579962,156029
2019/11/30,Castellón,Valencia,1183,2565124,794219,1770905,579962,156029
2019/11/30,Castellón,Toledo,29,694844,178444,516400,579962,156029
2019/11/30,Ceuta,Málaga,44,1661785,393804,1267981,84777,28074
2019/11/30,Ceuta,Ceuta,25286,84777,27047,57730,84777,28074
2019/11/30,Ciudad Real,Cuenca,77,196329,39668,156661,495761,77236
2019/11/30,Ciudad Real,Jaén,65,633564,119149,514415,495761,77236
2019/11/30,Ciudad Real,Córdoba,512,782979,175143,607836,495761,77236
2019/11/30,Ciudad Real,Tarragona,26,804664,228590,576074,495761,77236
2019/11/30,Ciudad Real,Badajoz,218,673559,131089,542470,495761,77236
2019/11/30,Ciudad Real,Ciudad Real,54390,495761,84802,410959,495761,77236
2019/11/30,Ciudad Real,Toledo,1708,694844,178444,516400,495761,77236
2019/11/30,Ciudad Real,Albacete,620,388167,98015,290152,495761,77236
2019/11/30,Córdoba,Granada,153,914678,221853,692825,782979,169301
2019/11/30,Córdoba,Jaén,699,633564,119149,514415,782979,169301
2019/11/30,Córdoba,Badajoz,293,673559,131089,542470,782979,169301
2019/11/30,Córdoba,Ciudad Real,162,495761,84802,410959,782979,169301
2019/11/30,Córdoba,Córdoba,129784,782979,175143,607836,782979,169301
2019/11/30,Córdoba,Sevilla,2082,1942389,503839,1438550,782979,169301
2019/11/30,Córdoba,Málaga,468,1661785,393804,1267981,782979,169301
2019/11/30,Coruña,Pontevedra,8083,942665,246669,695996,1119596,298007
2019/11/30,Coruña,Ourense,79,307651,84344,223307,1119596,298007
2019/11/30,Coruña,Coruña,241769,1119596,300482,819114,1119596,298007
2019/11/30,Coruña,Lugo,829,329587,77703,251884,1119596,298007
2019/11/30,Cuenca,Valencia,229,2565124,794219,1770905,196329,33736
2019/11/30,Cuenca,Guadalajara,90,257762,80563,177199,196329,33736
2019/11/30,Cuenca,Toledo,386,694844,178444,516400,196329,33736
2019/11/30,Cuenca,Ciudad Real,291,495761,84802,410959,196329,33736
2019/11/30,Cuenca,Cuenca,20084,196329,39668,156661,196329,33736
2019/11/30,Cuenca,Madrid,41,6663394,2445079,4218315,196329,33736
2019/11/30,Cuenca,Albacete,1252,388167,98015,290152,196329,33736
2019/11/30,Gipuzkoa,Navarra,1066,654183,200438,453745,723576,233628
2019/11/30,Gipuzkoa,Araba,1172,331549,105672,225877,723576,233628
2019/11/30,Gipuzkoa,Bizkaia,4546,1152934,391429,761505,723576,233628
2019/11/30,Gipuzkoa,Gipuzkoa,181902,723576,226911,496665,723576,233628
2019/11/30,Girona,Barcelona,4951,5664579,1977077,3687502,771044,180703
2019/11/30,Girona,Alicante,17,1858683,523005,1335678,771044,180703
2019/11/30,Girona,Murcia,83,1493898,368145,1125753,771044,180703
2019/11/30,Girona,Girona,132409,771044,197290,573754,771044,180703
2019/11/30,Girona,Lleida,300,434930,123560,311370,771044,180703
2019/11/30,Granada,Almería,1227,716820,174628,542192,914678,219703
2019/11/30,Granada,Málaga,1183,1661785,393804,1267981,914678,219703
2019/11/30,Granada,Granada,169938,914678,221853,692825,914678,219703
2019/11/30,Granada,Córdoba,107,782979,175143,607836,914678,219703
2019/11/30,Granada,Murcia,100,1493898,368145,1125753,914678,219703
2019/11/30,Granada,Jaén,751,633564,119149,514415,914678,219703
2019/11/30,Guadalajara,Segovia,25,153129,44473,108656,257762,71171
2019/11/30,Guadalajara,Toledo,27,694844,178444,516400,257762,71171
2019/11/30,Guadalajara,Zaragoza,18,964724,311185,653539,257762,71171
2019/11/30,Guadalajara,Cuenca,273,196329,39668,156661,257762,71171
2019/11/30,Guadalajara,Guadalajara,41471,257762,80563,177199,257762,71171
2019/11/30,Guadalajara,Teruel,98,134137,21690,112447,257762,71171
2019/11/30,Guadalajara,Madrid,6215,6663394,2445079,4218315,257762,71171
2019/11/30,Huelva,Sevilla,818,1942389,503839,1438550,521870,109461
2019/11/30,Huelva,Huelva,84909,521870,113602,408268,521870,109461
2019/11/30,Huelva,Cádiz,297,1240155,302979,937176,521870,109461
2019/11/30,Huelva,Badajoz,539,673559,131089,542470,521870,109461
2019/11/30,Huesca,Lleida,1515,434930,123560,311370,220461,54697
2019/11/30,Huesca,Huesca,37157,220461,55964,164497,220461,54697
2019/11/30,Huesca,Navarra,23,654183,200438,453745,220461,54697
2019/11/30,Huesca,Zaragoza,824,964724,311185,653539,220461,54697
2019/11/30,Jaén,Granada,949,914678,221853,692825,633564,112218
2019/11/30,Jaén,Ciudad Real,137,495761,84802,410959,633564,112218
2019/11/30,Jaén,Balears,22,1149460,298678,850782,633564,112218
2019/11/30,Jaén,Toledo,94,694844,178444,516400,633564,112218
2019/11/30,Jaén,Jaén,83004,633564,119149,514415,633564,112218
2019/11/30,Jaén,Córdoba,780,782979,175143,607836,633564,112218
2019/11/30,Jaén,Almería,27,716820,174628,542192,633564,112218
2019/11/30,Las Palmas de Gran Canaria,Santa Cruz de Tenerife,16,1032983,288917,744066,1120406,324779
2019/11/30,Las Palmas de Gran Canaria,Bizkaia,18,1152934,391429,761505,1120406,324779
2019/11/30,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,293373,1120406,319314,801092,1120406,324779
2019/11/30,León,León,102298,460001,136767,323234,460001,126437
2019/11/30,León,Valladolid,404,519546,150660,368886,460001,126437
2019/11/30,León,Ourense,309,307651,84344,223307,460001,126437
2019/11/30,León,Lugo,47,329587,77703,251884,460001,126437
2019/11/30,León,Palencia,368,160866,48557,112309,460001,126437
2019/11/30,León,Zamora,417,172539,44804,127735,460001,126437
2019/11/30,León,Asturias,342,1022800,305758,717042,460001,126437
2019/11/30,Lleida,Barcelona,559,5664579,1977077,3687502,434930,118350
2019/11/30,Lleida,Tarragona,442,804664,228590,576074,434930,118350
2019/11/30,Lleida,Huesca,1380,220461,55964,164497,434930,118350
2019/11/30,Lleida,Lleida,91165,434930,123560,311370,434930,118350
2019/11/30,Lleida,Zaragoza,197,964724,311185,653539,434930,118350
2019/11/30,Lleida,Girona,166,771044,197290,573754,434930,118350
2019/11/30,Lugo,Asturias,1128,1022800,305758,717042,329587,74107
2019/11/30,Lugo,Pontevedra,242,942665,246669,695996,329587,74107
2019/11/30,Lugo,Ourense,1140,307651,84344,223307,329587,74107
2019/11/30,Lugo,Coruña,1082,1119596,300482,819114,329587,74107
2019/11/30,Lugo,León,196,460001,136767,323234,329587,74107
2019/11/30,Lugo,Lugo,55659,329587,77703,251884,329587,74107
2019/11/30,Madrid,Guadalajara,12292,257762,80563,177199,6663394,2589640
2019/11/30,Madrid,Barcelona,16,5664579,1977077,3687502,6663394,2589640
2019/11/30,Madrid,Murcia,91,1493898,368145,1125753,6663394,2589640
2019/11/30,Madrid,Ciudad Real,65,495761,84802,410959,6663394,2589640
2019/11/30,Madrid,Cuenca,292,196329,39668,156661,6663394,2589640
2019/11/30,Madrid,Alicante,178,1858683,523005,1335678,6663394,2589640
2019/11/30,Madrid,Cáceres,22,394151,84165,309986,6663394,2589640
2019/11/30,Madrid,Toledo,12710,694844,178444,516400,6663394,2589640
2019/11/30,Madrid,Ávila,1063,157640,42201,115439,6663394,2589640
2019/11/30,Madrid,Castellón,41,579962,155822,424140,6663394,2589640
2019/11/30,Madrid,Cádiz,92,1240155,302979,937176,6663394,2589640
2019/11/30,Madrid,Madrid,1892864,6663394,2445079,4218315,6663394,2589640
2019/11/30,Madrid,Segovia,521,153129,44473,108656,6663394,2589640
2019/11/30,Madrid,Málaga,47,1661785,393804,1267981,6663394,2589640
2019/11/30,Málaga,Granada,288,914678,221853,692825,1661785,394474
2019/11/30,Málaga,Sevilla,800,1942389,503839,1438550,1661785,394474
2019/11/30,Málaga,Jaén,19,633564,119149,514415,1661785,394474
2019/11/30,Málaga,Málaga,323985,1661785,393804,1267981,1661785,394474
2019/11/30,Málaga,Melilla,25,86487,30345,56142,1661785,394474
2019/11/30,Málaga,Córdoba,577,782979,175143,607836,1661785,394474
2019/11/30,Málaga,Cádiz,1804,1240155,302979,937176,1661785,394474
2019/11/30,Melilla,Melilla,28426,86487,30345,56142,86487,30099
2019/11/30,Murcia,Granada,57,914678,221853,692825,1493898,364782
2019/11/30,Murcia,Murcia,304187,1493898,368145,1125753,1493898,364782
2019/11/30,Murcia,Almería,1638,716820,174628,542192,1493898,364782
2019/11/30,Murcia,Alicante,6682,1858683,523005,1335678,1493898,364782
2019/11/30,Murcia,Araba,103,331549,105672,225877,1493898,364782
2019/11/30,Murcia,Girona,204,771044,197290,573754,1493898,364782
2019/11/30,Murcia,Jaén,107,633564,119149,514415,1493898,364782
2019/11/30,Murcia,Albacete,745,388167,98015,290152,1493898,364782
2019/11/30,Navarra,Zaragoza,1250,964724,311185,653539,654183,199884
2019/11/30,Navarra,Rioja,3418,316798,88934,227864,654183,199884
2019/11/30,Navarra,Navarra,158401,654183,200438,453745,654183,199884
2019/11/30,Navarra,Gipuzkoa,1071,723576,226911,496665,654183,199884
2019/11/30,Navarra,Tarragona,46,804664,228590,576074,654183,199884
2019/11/30,Navarra,Araba,138,331549,105672,225877,654183,199884
2019/11/30,Ourense,León,490,460001,136767,323234,307651,78190
2019/11/30,Ourense,Lugo,513,329587,77703,251884,307651,78190
2019/11/30,Ourense,Ourense,63029,307651,84344,223307,307651,78190
2019/11/30,Ourense,Pontevedra,416,942665,246669,695996,307651,78190
2019/11/30,Ourense,Zamora,36,172539,44804,127735,307651,78190
2019/11/30,Palencia,León,28,460001,136767,323234,160866,44953
2019/11/30,Palencia,Valladolid,939,519546,150660,368886,160866,44953
2019/11/30,Palencia,Cantabria,378,580795,183030,397765,160866,44953
2019/11/30,Palencia,Burgos,255,357072,90270,266802,160866,44953
2019/11/30,Palencia,Palencia,33945,160866,48557,112309,160866,44953
2019/11/30,Pontevedra,Ourense,1629,307651,84344,223307,942665,239310
2019/11/30,Pontevedra,Pontevedra,197661,942665,246669,695996,942665,239310
2019/11/30,Pontevedra,Huelva,25,521870,113602,408268,942665,239310
2019/11/30,Pontevedra,Coruña,4717,1119596,300482,819114,942665,239310
2019/11/30,Pontevedra,Lugo,31,329587,77703,251884,942665,239310
2019/11/30,Rioja,Burgos,433,357072,90270,266802,316798,86289
2019/11/30,Rioja,Soria,27,88636,15531,73105,316798,86289
2019/11/30,Rioja,Araba,992,331549,105672,225877,316798,86289
2019/11/30,Rioja,Zaragoza,200,964724,311185,653539,316798,86289
2019/11/30,Rioja,Navarra,5411,654183,200438,453745,316798,86289
2019/11/30,Rioja,Rioja,65933,316798,88934,227864,316798,86289
2019/11/30,Rioja,Bizkaia,17,1152934,391429,761505,316798,86289
2019/11/30,Salamanca,Ávila,267,157640,42201,115439,330119,91379
2019/11/30,Salamanca,Zamora,535,172539,44804,127735,330119,91379
2019/11/30,Salamanca,Cáceres,222,394151,84165,309986,330119,91379
2019/11/30,Salamanca,Salamanca,71994,330119,92587,237532,330119,91379
2019/11/30,Salamanca,Valladolid,45,519546,150660,368886,330119,91379
2019/11/30,Santa Cruz de Tenerife,Las Palmas de Gran Canaria,206,1120406,319314,801092,1032983,291063
2019/11/30,Santa Cruz de Tenerife,Santa Cruz de Tenerife,263643,1032983,288917,744066,1032983,291063
2019/11/30,Segovia,Segovia,25931,153129,44473,108656,153129,38642
2019/11/30,Segovia,Soria,71,88636,15531,73105,153129,38642
2019/11/30,Segovia,Madrid,168,6663394,2445079,4218315,153129,38642
2019/11/30,Segovia,Ávila,301,157640,42201,115439,153129,38642
2019/11/30,Segovia,Burgos,148,357072,90270,266802,153129,38642
2019/11/30,Segovia,Valladolid,729,519546,150660,368886,153129,38642
2019/11/30,Sevilla,Madrid,53,6663394,2445079,4218315,1942389,511895
2019/11/30,Sevilla,Granada,21,914678,221853,692825,1942389,511895
2019/11/30,Sevilla,Huelva,2166,521870,113602,408268,1942389,511895
2019/11/30,Sevilla,Badajoz,124,673559,131089,542470,1942389,511895
2019/11/30,Sevilla,Balears,19,1149460,298678,850782,1942389,511895
2019/11/30,Sevilla,Sevilla,398996,1942389,503839,1438550,1942389,511895
2019/11/30,Sevilla,Cádiz,2245,1240155,302979,937176,1942389,511895
2019/11/30,Sevilla,Córdoba,2779,782979,175143,607836,1942389,511895
2019/11/30,Sevilla,Barcelona,51,5664579,1977077,3687502,1942389,511895
2019/11/30,Sevilla,Málaga,226,1661785,393804,1267981,1942389,511895
2019/11/30,Soria,Guadalajara,22,257762,80563,177199,88636,14386
2019/11/30,Soria,Soria,8564,88636,15531,73105,88636,14386
2019/11/30,Soria,Burgos,180,357072,90270,266802,88636,14386
2019/11/30,Soria,Zaragoza,281,964724,311185,653539,88636,14386
2019/11/30,Soria,Rioja,26,316798,88934,227864,88636,14386
2019/11/30,Tarragona,Zaragoza,40,964724,311185,653539,804664,211457
2019/11/30,Tarragona,Teruel,68,134137,21690,112447,804664,211457
2019/11/30,Tarragona,Tarragona,160672,804664,228590,576074,804664,211457
2019/11/30,Tarragona,Lleida,210,434930,123560,311370,804664,211457
2019/11/30,Tarragona,Barcelona,3303,5664579,1977077,3687502,804664,211457
2019/11/30,Tarragona,Castellón,1289,579962,155822,424140,804664,211457
2019/11/30,Teruel,Tarragona,437,804664,228590,576074,134137,18142
2019/11/30,Teruel,Guadalajara,28,257762,80563,177199,134137,18142
2019/11/30,Teruel,Castellón,178,579962,155822,424140,134137,18142
2019/11/30,Teruel,Teruel,9022,134137,21690,112447,134137,18142
2019/11/30,Teruel,Zaragoza,371,964724,311185,653539,134137,18142
2019/11/30,Teruel,Valencia,95,2565124,794219,1770905,134137,18142
2019/11/30,Toledo,Albacete,20,388167,98015,290152,694844,154900
2019/11/30,Toledo,Toledo,95510,694844,178444,516400,694844,154900
2019/11/30,Toledo,Cuenca,304,196329,39668,156661,694844,154900
2019/11/30,Toledo,Ciudad Real,774,495761,84802,410959,694844,154900
2019/11/30,Toledo,Madrid,7837,6663394,2445079,4218315,694844,154900
2019/11/30,Toledo,Ávila,210,157640,42201,115439,694844,154900
2019/11/30,Toledo,Cáceres,90,394151,84165,309986,694844,154900
2019/11/30,Valencia,Teruel,118,134137,21690,112447,2565124,782980
2019/11/30,Valencia,Valencia,631021,2565124,794219,1770905,2565124,782980
2019/11/30,Valencia,Albacete,538,388167,98015,290152,2565124,782980
2019/11/30,Valencia,Alicante,3345,1858683,523005,1335678,2565124,782980
2019/11/30,Valencia,Cuenca,229,196329,39668,156661,2565124,782980
2019/11/30,Valencia,Balears,27,1149460,298678,850782,2565124,782980
2019/11/30,Valencia,Castellón,1429,579962,155822,424140,2565124,782980
2019/11/30,Valladolid,Segovia,388,153129,44473,108656,519546,150055
2019/11/30,Valladolid,Palencia,755,160866,48557,112309,519546,150055
2019/11/30,Valladolid,Burgos,20,357072,90270,266802,519546,150055
2019/11/30,Valladolid,Ávila,30,157640,42201,115439,519546,150055
2019/11/30,Valladolid,Valladolid,118425,519546,150660,368886,519546,150055
2019/11/30,Valladolid,Zamora,251,172539,44804,127735,519546,150055
2019/11/30,Zamora,Valladolid,463,519546,150660,368886,172539,38625
2019/11/30,Zamora,León,318,460001,136767,323234,172539,38625
2019/11/30,Zamora,Ourense,244,307651,84344,223307,172539,38625
2019/11/30,Zamora,Zamora,28467,172539,44804,127735,172539,38625
2019/11/30,Zamora,Salamanca,205,330119,92587,237532,172539,38625
2019/11/30,Zaragoza,Tarragona,228,804664,228590,576074,964724,313597
2019/11/30,Zaragoza,Lleida,25,434930,123560,311370,964724,313597
2019/11/30,Zaragoza,Castellón,37,579962,155822,424140,964724,313597
2019/11/30,Zaragoza,Soria,129,88636,15531,73105,964724,313597
2019/11/30,Zaragoza,Huesca,855,220461,55964,164497,964724,313597
2019/11/30,Zaragoza,Navarra,994,654183,200438,453745,964724,313597
2019/11/30,Zaragoza,Cáceres,20,394151,84165,309986,964724,313597
2019/11/30,Zaragoza,Zaragoza,257141,964724,311185,653539,964724,313597
2019/11/30,Zaragoza,Teruel,805,134137,21690,112447,964724,313597
2020/03/16,Albacete,Valencia,293,2565124,393358,2171766,388167,36974
2020/03/16,Albacete,Cuenca,438,196329,16777,179552,388167,36974
2020/03/16,Albacete,Albacete,23859,388167,38434,349733,388167,36974
2020/03/16,Albacete,Murcia,99,1493898,184629,1309269,388167,36974
2020/03/16,Albacete,Jaén,16,633564,55814,577750,388167,36974
2020/03/16,Albacete,Alicante,201,1858683,268358,1590325,388167,36974
2020/03/16,Albacete,Ciudad Real,660,495761,41120,454641,388167,36974
2020/03/16,Alicante,Almería,16,716820,78751,638069,1858683,270394
2020/03/16,Alicante,Murcia,2666,1493898,184629,1309269,1858683,270394
2020/03/16,Alicante,Alicante,205763,1858683,268358,1590325,1858683,270394
2020/03/16,Alicante,Valencia,1066,2565124,393358,2171766,1858683,270394
2020/03/16,Alicante,Albacete,260,388167,38434,349733,1858683,270394
2020/03/16,Almería,Melilla,26,86487,10804,75683,716820,80697
2020/03/16,Almería,Granada,331,914678,104267,810411,716820,80697
2020/03/16,Almería,Murcia,1784,1493898,184629,1309269,716820,80697
2020/03/16,Almería,Almería,60943,716820,78751,638069,716820,80697
2020/03/16,Araba,Burgos,1695,357072,40918,316154,331549,60235
2020/03/16,Araba,Bizkaia,1433,1152934,206652,946282,331549,60235
2020/03/16,Araba,Rioja,1222,316798,38370,278428,331549,60235
2020/03/16,Araba,Araba,43256,331549,52765,278784,331549,60235
2020/03/16,Araba,Navarra,136,654183,89793,564390,331549,60235
2020/03/16,Araba,Gipuzkoa,183,723576,101919,621657,331549,60235
2020/03/16,Asturias,Cantabria,183,580795,84426,496369,1022800,132315
2020/03/16,Asturias,León,35,460001,60914,399087,1022800,132315
2020/03/16,Asturias,Lugo,785,329587,40782,288805,1022800,132315
2020/03/16,Asturias,Asturias,102766,1022800,133696,889104,1022800,132315
2020/03/16,Ávila,Toledo,182,694844,85290,609554,157640,15114
2020/03/16,Ávila,Cáceres,109,394151,35776,358375,157640,15114
2020/03/16,Ávila,Ávila,9181,157640,14889,142751,157640,15114
2020/03/16,Ávila,Salamanca,250,330119,42750,287369,157640,15114
2020/03/16,Ávila,Valladolid,25,519546,74120,445426,157640,15114
2020/03/16,Ávila,Segovia,138,153129,19338,133791,157640,15114
2020/03/16,Ávila,Madrid,120,6663394,924401,5738993,157640,15114
2020/03/16,Badajoz,Cáceres,949,394151,35776,358375,673559,70805
2020/03/16,Badajoz,Ciudad Real,56,495761,41120,454641,673559,70805
2020/03/16,Badajoz,Sevilla,45,1942389,238362,1704027,673559,70805
2020/03/16,Badajoz,Córdoba,47,782979,92923,690056,673559,70805
2020/03/16,Badajoz,Badajoz,49998,673559,71888,601671,673559,70805
2020/03/16,Badajoz,Huelva,211,521870,59650,462220,673559,70805
2020/03/16,Balears,Valencia,45,2565124,393358,2171766,1149460,142411
2020/03/16,Balears,Balears,119696,1149460,141264,1008196,1149460,142411
2020/03/16,Barcelona,Almería,16,716820,78751,638069,5664579,832548
2020/03/16,Barcelona,Barcelona,497219,5664579,829155,4835424,5664579,832548
2020/03/16,Barcelona,Girona,2443,771044,84088,686956,5664579,832548
2020/03/16,Barcelona,Zaragoza,16,964724,142420,822304,5664579,832548
2020/03/16,Barcelona,Tarragona,1355,804664,92160,712504,5664579,832548
2020/03/16,Barcelona,Lleida,86,434930,51751,383179,5664579,832548
2020/03/16,Bizkaia,Bizkaia,154518,1152934,206652,946282,1152934,204060
2020/03/16,Bizkaia,Cantabria,2343,580795,84426,496369,1152934,204060
2020/03/16,Bizkaia,Gipuzkoa,1554,723576,101919,621657,1152934,204060
2020/03/16,Bizkaia,Burgos,38,357072,40918,316154,1152934,204060
2020/03/16,Bizkaia,Coruña,20,1119596,176497,943099,1152934,204060
2020/03/16,Bizkaia,Araba,710,331549,52765,278784,1152934,204060
2020/03/16,Burgos,Bizkaia,149,1152934,206652,946282,357072,41881
2020/03/16,Burgos,Segovia,53,153129,19338,133791,357072,41881
2020/03/16,Burgos,Burgos,29264,357072,40918,316154,357072,41881
2020/03/16,Burgos,Rioja,58,316798,38370,278428,357072,41881
2020/03/16,Burgos,Palencia,124,160866,20158,140708,357072,41881
2020/03/16,Burgos,Araba,767,331549,52765,278784,357072,41881
2020/03/16,Burgos,Cantabria,25,580795,84426,496369,357072,41881
2020/03/16,Burgos,Valladolid,47,519546,74120,445426,357072,41881
2020/03/16,Cáceres,Ávila,69,157640,14889,142751,394151,34882
2020/03/16,Cáceres,Cáceres,22457,394151,35776,358375,394151,34882
2020/03/16,Cáceres,Toledo,220,694844,85290,609554,394151,34882
2020/03/16,Cáceres,Badajoz,868,673559,71888,601671,394151,34882
2020/03/16,Cádiz,Cádiz,101810,1240155,133165,1106990,1240155,135990
